form,rtol,N,a1,a2,omega1,omega2,phi1,phi2,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,10.6,21.2,0.0,0.7853981633974483,(-0.06679385708772927-0.00016178031569717515j),(-0.04557972399232576-4.5641944338096796e-11j),(0.3431609477376673+0.00196369287815147j),(0.00482540323097864-0.04445254574406079j),(0.06837670748687853-1.17893808726689e-10j),(-0.2989604185312437+0.28475820715244204j),(-0.03249741135436487-0.00695073307050118j),(-0.053190277614266604-1.0314589416854999e-10j),(-0.16291224619163666+0.3878325353961118j),(-0.026235503810385172+0.02878849296074129j),(0.031079924217078767-3.85817889328106e-11j)
DS-p,1e-11,51,35.0,35.0,10.7,21.4,0.0,0.7853981633974483,(-0.0681809033709362-0.00016448813085514995j),(-0.04560051446609201-4.5723070830591724e-11j),(0.33604295243759474+0.0018553222407774001j),(0.005047949999997007-0.04523922766014945j),(0.06958317835241122-1.1831171953874772e-10j),(-0.29645499791291463+0.28819384847508994j),(-0.03305941392522009-0.007444471015488854j),(-0.05471220698206599-1.0277811007580812e-10j),(-0.17072749117913283+0.39407548854387425j),(-0.02612633709987102+0.028280161622191387j),(0.031396552535576217-3.904498727208171e-11j)
DS-p,1e-11,51,35.0,35.0,10.8,21.6,0.0,0.7853981633974483,(-0.06948369931270457-0.00016665017999177733j),(-0.04549089964087313-4.537664791592897e-11j),(0.3286876600694239+0.0017460520198307693j),(0.005230461900828555-0.04594378737762038j),(0.07062309659233083-1.187547395056906e-10j),(-0.29382907064659713+0.29116508550573506j),(-0.03359889917808858-0.007916527190357943j),(-0.05616912761601069-1.0234181699269896e-10j),(-0.17853908617365516+0.40006619464298465j),(-0.02601120144645721+0.027780223895445662j),(0.03168736727422939-3.950351865325681e-11j)
DS-p,1e-11,51,35.0,35.0,10.9,21.8,0.0,0.7853981633974483,(-0.07070533539087195-0.00016829912974032052j),(-0.04525754799074932-4.370952053382059e-11j),(0.32111572641839525+0.0016364751245071154j),(0.00537604196932425-0.04656492544562784j),(0.07149789912592643-1.1514737028511968e-10j),(-0.29110619290840983+0.293684941454841j),(-0.03411627781161197-0.008367074819592991j),(-0.057557147831056324-9.814920268654628e-11j),(-0.18634071771899016+0.40581238795018426j),(-0.02589048505551133+0.02728867274733715j),(0.0319534331344544-3.896559741001512e-11j)
DS-p,1e-11,51,35.0,35.0,11.0,22.0,0.0,0.7853981633974483,(-0.07184886908331403-0.00016946774064106898j),(-0.04490718729747301-4.4340015459738694e-11j),(0.3133466096063673+0.0015271255158600065j),(0.005487920618281298-0.04710197826139394j),(0.07220977003837739-1.1804624441640435e-10j),(-0.28830832194405026+0.2957671844078455j),(-0.03461196892827496-0.008796359219220557j),(-0.05887302103779647-9.975976464322266e-11j),(-0.1941265786530301+0.4113216288739474j),(-0.025764559763125864+0.026805485246000564j),(0.03219578669883301-3.998415852173341e-11j)
DS-p,1e-11,51,35.0,35.0,11.1,22.2,0.0,0.7853981633974483,(-0.07291731364854995-0.00017018852111307868j),(-0.04444655080122884-4.39470641624529e-11j),(0.30539861920600647+0.0014184810972306622j),(0.005569396599745569-0.04755486126262286j),(0.07276154975178067-1.1929661460456986e-10j),(-0.28545585880482555+0.29742616625509527j),(-0.03508639850425254-0.009204687971516325j),(-0.060114107809343384-9.906275515376668e-11j),(-0.20189133140654134+0.41660129788434924j),(-0.025633781442632016+0.0263306247876084j),(0.03241543561936527-4.0360583954748785e-11j)
DS-p,1e-11,51,35.0,35.0,11.2,22.4,0.0,0.7853981633974483,(-0.07391362895255235-0.0001704934948324846j),(-0.04388233086083562-4.344289040591357e-11j),(0.2972889661660803+0.0013109667560318526j),(0.005623785914195202-0.04792401285530924j),(0.07315664993124625-1.2013557104218416e-10j),(-0.28256769842301+0.2986766787583069j),(-0.03553999817513189-0.00959242186587509j),(-0.061278336495692726-9.83685388397239e-11j),(-0.20963007420638086+0.4216585915784196j),(-0.025498490441998853+0.025864042985946235j),(0.03261335813964294-4.054916792532175e-11j)
DS-p,1e-11,51,35.0,35.0,11.3,22.6,0.0,0.7853981633974483,(-0.0748407138742829-0.00017041396130717515j),(-0.04322113946052642-4.3009438810807555e-11j),(0.28903381327908595+0.0012049575259793336j),(0.005654378713870055-0.04821033936865053j),(0.07339897399256723-1.2113311215395753e-10j),(-0.27966128503201665+0.29953382556477265j),(-0.03597320395395205-0.00995996672171855j),(-0.062364163109990746-9.850528673795733e-11j),(-0.21733830962321715+0.4265005204139914j),(-0.025359012003316552+0.025405681346150198j),(0.03279050278916991-4.115665089574469e-11j)
DS-p,1e-11,51,35.0,35.0,11.4,22.8,0.0,0.7853981633974483,(-0.075701400162795-0.00016998034048776298j),(-0.04246947497321627-4.226388369344283e-11j),(0.2806483255325903+0.0011007818255609166j),(0.005664403119689564-0.04841516187054365j),(0.0734928435602072-1.2081714218624374e-10j),(-0.27675267161651984+0.3000129089068166j),(-0.03638645504534223-0.010307765987744038j),(-0.06337053102588051-9.719032331869483e-11j),(-0.22501191546153276+0.43113390773583493j),(-0.025215656724328267+0.024955472731184793j),(0.03294778828948228-4.1031343049875694e-11j)
DS-p,1e-11,51,35.0,35.0,11.5,23.0,0.0,0.7853981633974483,(-0.0764984476233525-0.0001692219289188488j),(-0.041633694390921405-4.1917855355701724e-11j),(0.2721467198540578+0.0009987246162241128j),(0.005656995397857827-0.048540165377580435j),(0.07344293046942396-1.215159003563394e-10j),(-0.2738565821008544+0.3001293299241518j),(-0.03678019281454559-0.010636294020886516j),(-0.06429683126918793-9.746875041144697e-11j),(-0.2326471179073594+0.43556539010708745j),(-0.025068721130039526+0.024513342565013363j),(0.03308610359524419-4.145758631228495e-11j)
DS-p,1e-11,51,35.0,35.0,11.6,23.2,0.0,0.7853981633974483,(-0.07723454038327704-0.00016816691374777366j),(-0.040719990610081844-4.105733760089509e-11j),(0.26354231417091234+0.0008990306216033918j),(0.005635175913202367-0.04858735059310706j),(0.07325419444679074-1.2177564523670288e-10j),(-0.27098647519810576+0.2998985013890618j),(-0.03715485972700097-0.010946050106575837j),(-0.06514286354021841-9.648289380932063e-11j),(-0.2402404666144844+0.4398014184481529j),(-0.024918488053350667+0.024079209954347165j),(0.0332063080941159-4.154162751167127e-11j)
DS-p,1e-11,51,35.0,35.0,11.7,23.4,0.0,0.7853981633974483,(-0.07791228411221508-0.00016684222310416215j),(-0.039734374081187275-4.042603301974497e-11j),(0.2548475750360001+0.0008019074241146336j),(0.005601830055798235-0.0485589886293881j),(0.07293182617860365-1.2255543017763856e-10j),(-0.2681546090288233+0.2993357717492485j),(-0.03751089845816398-0.011237553067398699j),(-0.06590879841356144-9.665262593024447e-11j),(-0.24778881169068392+0.4438482599911064j),(-0.02476522719151201+0.02365298859299972j),(0.033309231889739145-4.2024199617899285e-11j)
DS-p,1e-11,51,35.0,35.0,11.8,23.6,0.0,0.7853981633974483,(-0.07853420414823604-0.00016527349611382045j),(-0.038682658398707936-3.967495176552983e-11j),(0.24607416418756267+0.0007075284655186325j),(0.005559693766187734-0.04845757863159151j),(0.07248119559059836-1.2311453544030027e-10j),(-0.26537210580822695+0.2984563595489979j),(-0.03784875102259313-0.011511336493160926j),(-0.06659514104063438-9.61566027795996e-11j),(-0.2552892824059544+0.4477120008134995j),(-0.024609195536101112+0.02323458759143584j),(0.03339567620555508-4.1834359389148174e-11j)
DS-p,1e-11,51,35.0,35.0,11.9,23.8,0.0,0.7853981633974483,(-0.07910274439300652-0.000163485048082641j),(-0.03757044925992377-3.9236838535091333e-11j),(0.2372329833730559+0.0006160359479952217j),(0.005511342900679274-0.048285808584505006j),(0.07190780503280197-1.2430944490662298e-10j),(-0.2626490158981718+0.2972752970315275j),(-0.038168858016357284-0.011767944459337818j),(-0.06720269643173103-9.622297956297022e-11j),(-0.26273926752180815+0.45139854888054015j),(-0.02445063789856941+0.0228239121493242j),(0.033466413825553265-4.2020025730454534e-11j)
DS-p,1e-11,51,35.0,35.0,12.0,24.0,0.0,0.7853981633974483,(-0.07962026679014747-0.00016149983899858627j),(-0.036403136512298734-3.863488751791512e-11j),(0.22833421760549302+0.0005275436326770216j),(0.005459186062362384-0.048046519142139116j),(0.07121724725165914-1.261177917060929e-10j),(-0.25999438083338416+0.29580738230761516j),(-0.03847165790087536-0.012007927807943792j),(-0.06773253646249731-9.721753462444215e-11j),(-0.27013639701467873+0.45491363738148183j),(-0.024289787349704408+0.022420864171730694j),(0.03352218963603712-4.3023241718476175e-11j)
DS-p,1e-11,51,35.0,35.0,12.1,24.2,0.0,0.7853981633974483,(-0.08008905118794486-0.00015933953165195996j),(-0.03518588875080937-3.7887498513826464e-11j),(0.21938737658740223+0.00044213934212908605j),(0.0054054604117176885-0.04774267057410427j),(0.07041516760573033-1.2692104545371626e-10j),(-0.25741629481739686+0.2940671388924567j),(-0.038757586328959606-0.01223184083047152j),(-0.06818596879661808-9.685942672050566e-11j),(-0.27747852522000804+0.4582628284246851j),(-0.024126865594967756+0.022025342865282994j),(0.033563721149847014-4.2810891345925274e-11j)
DS-p,1e-11,51,35.0,35.0,12.2,24.4,0.0,0.7853981633974483,(-0.08051129609003713-0.0001570244270931418j),(-0.03392365019690342-3.718657380395094e-11j),(0.21040133442459671+0.000359887610092028j),(0.005352229848186956-0.04737731263300519j),(0.06950723060285918-1.2888891538432808e-10j),(-0.25492196454399596+0.29206878215047993j),(-0.0390270756320487-0.01244023837936803j),(-0.06856450765626292-9.75107081049831e-11j),(-0.2847637151981579+0.46145151688026087j),(-0.02396208357401863+0.02163724508488676j),(0.033591699165098035-4.348499505640167e-11j)
