form,rtol,N,a,omega,phi,G
StepFunc,1e-11,51,20,16.0,0,"[[-2.54413245e-11-1.34398262e-10j -1.00000000e+00-1.10983989e-15j
  -5.36894382e-11+2.35002679e-10j ... -2.57122113e-11+5.73334921e-09j
   6.52061456e-12+1.13699626e-10j -1.24909186e-11+2.95345892e-09j]
 [-1.00000000e+00-6.42250810e-14j -7.91298556e-11-1.41786410e-10j
  -1.00000000e+00+6.05004697e-14j ...  6.21719078e-11+2.03453969e-10j
  -3.82033295e-11+8.56654863e-09j  6.52077204e-12+1.14430656e-10j]
 [-5.36894382e-11-2.49778976e-10j -1.00000000e+00-3.93538873e-13j
  -1.00307136e-10-1.44183906e-10j ... -4.79246440e-11+1.34582608e-08j
   6.21718463e-11+2.05848524e-10j -2.57122512e-11+5.49282885e-09j]
 ...
 [-2.57122113e-11-5.73052415e-09j  6.21719078e-11-2.02523381e-10j
  -4.79246440e-11-1.35769344e-08j ...  9.19247263e-11-1.98528845e-10j
  -1.00000000e+00+3.37631372e-12j  4.91186070e-11+2.75178949e-10j]
 [ 6.52061456e-12-1.12968480e-10j -3.82033295e-11-8.68680629e-09j
   6.21718463e-11-2.04917936e-10j ... -1.00000000e+00-2.85261382e-12j
   7.18986318e-11-1.96861323e-10j -1.00000000e+00+1.45284504e-12j]
 [-1.24909186e-11-3.07654164e-09j  6.52077204e-12-1.13699511e-10j
  -2.57122512e-11-5.49000379e-09j ...  4.91186070e-11-2.87784495e-10j
  -1.00000000e+00-8.47703696e-13j  2.29818592e-11-1.90558550e-10j]]"
StepFunc,1e-11,51,20,16.1,0,"[[-2.56335895e-11-1.35296630e-10j -1.00000000e+00-9.29325945e-17j
  -4.65109396e-11+2.36843234e-10j ... -2.18131293e-11+5.70107652e-09j
   5.44207393e-12+1.10750307e-10j -1.23033477e-11+2.93300083e-09j]
 [-1.00000000e+00-9.45563337e-14j -7.21437572e-11-1.42692139e-10j
  -1.00000000e+00+9.45598140e-14j ...  5.91636209e-11+2.00458326e-10j
  -3.41167719e-11+8.51456669e-09j  5.44261733e-12+1.11489484e-10j]
 [-4.65109396e-11-2.51634254e-10j -1.00000000e+00-3.68251006e-13j
  -8.73947508e-11-1.45006760e-10j ... -4.09850098e-11+1.33816574e-08j
   5.91644091e-11+2.02844549e-10j -2.18124189e-11+5.46205349e-09j]
 ...
 [-2.18131293e-11-5.69836704e-09j  5.91636209e-11-1.99551469e-10j
  -4.09850098e-11-1.34994346e-08j ...  7.99034175e-11-1.98131234e-10j
  -1.00000000e+00+3.18684008e-12j  4.26310703e-11+2.76884562e-10j]
 [ 5.44207393e-12-1.10010567e-10j -3.41167719e-11-8.63407772e-09j
   5.91644091e-11-2.01937693e-10j ... -1.00000000e+00-2.63798119e-12j
   6.55536911e-11-1.96602890e-10j -1.00000000e+00+1.18439249e-12j]
 [-1.23033477e-11-3.05522135e-09j  5.44261733e-12-1.10749744e-10j
  -2.18124189e-11-5.45934401e-09j ...  4.26310703e-11-2.89633513e-10j
  -1.00000000e+00-6.10998394e-13j  2.31772035e-11-1.90228414e-10j]]"
StepFunc,1e-11,51,20,16.2,0,"[[-2.59706483e-11-1.36034153e-10j -1.00000000e+00+2.99891593e-15j
  -4.85774980e-11+2.38216985e-10j ... -2.25097844e-11+5.65080274e-09j
   4.07456566e-12+1.09656061e-10j -1.23524988e-11+2.90568201e-09j]
 [-1.00000000e+00-1.33089937e-13j -7.45492463e-11-1.43430685e-10j
  -1.00000000e+00+1.37311386e-13j ...  5.60345095e-11+1.99635157e-10j
  -3.48619000e-11+8.43794581e-09j  4.07466834e-12+1.10427321e-10j]
 [-4.85774980e-11-2.53010048e-10j -1.00000000e+00-4.88687525e-13j
  -9.19784170e-11-1.45712231e-10j ... -4.26303849e-11+1.32630176e-08j
   5.60348255e-11+2.02039935e-10j -2.25075423e-11+5.41372471e-09j]
 ...
 [-2.25097844e-11-5.64812001e-09j  5.60345095e-11-1.98771803e-10j
  -4.26303849e-11-1.33797675e-08j ...  8.40630586e-11-1.97589944e-10j
  -1.00000000e+00+3.20806858e-12j  4.45049345e-11+2.78225565e-10j]
 [ 4.07456566e-12-1.08885389e-10j -3.48619000e-11-8.55648694e-09j
   5.60348255e-11-2.01176581e-10j ... -1.00000000e+00-2.78786221e-12j
   6.77214493e-11-1.96108403e-10j -1.00000000e+00+1.24232717e-12j]
 [-1.23524988e-11-3.02690587e-09j  4.07466834e-12-1.09656649e-10j
  -2.25075423e-11-5.41104198e-09j ...  4.45049345e-11-2.91022646e-10j
  -1.00000000e+00-6.87066847e-13j  2.34596873e-11-1.89709862e-10j]]"
StepFunc,1e-11,51,20,16.3,0,"[[-2.67657490e-11-1.36767813e-10j -1.00000000e+00-7.64370445e-16j
  -5.07067746e-11+2.39494235e-10j ... -2.31827191e-11+5.60075124e-09j
   2.26747299e-12+1.11302388e-10j -1.25329822e-11+2.88090782e-09j]
 [-1.00000000e+00-1.47914010e-13j -7.74741116e-11-1.44161941e-10j
  -1.00000000e+00+1.48628917e-13j ...  5.23362477e-11+2.04483796e-10j
  -3.57163798e-11+8.36419452e-09j  2.26695258e-12+1.12033125e-10j]
 [-5.07067746e-11-2.54282491e-10j -1.00000000e+00-5.65484039e-13j
  -9.62313993e-11-1.46422233e-10j ... -4.39935680e-11+1.31433604e-08j
   5.23352233e-11+2.06767718e-10j -2.31843393e-11+5.36582229e-09j]
 ...
 [-2.31827191e-11-5.59797886e-09j  5.23362477e-11-2.03659805e-10j
  -4.39935680e-11-1.32590196e-08j ...  8.79738221e-11-1.97057801e-10j
  -1.00000000e+00+3.01996565e-12j  4.64561754e-11+2.80335044e-10j]
 [ 2.26747299e-12-1.10571478e-10j -3.57163798e-11-8.48165950e-09j
   5.23352233e-11-2.05943726e-10j ... -1.00000000e+00-2.71117034e-12j
   7.04945146e-11-1.95592177e-10j -1.00000000e+00+1.27627589e-12j]
 [-1.25329822e-11-3.00114517e-09j  2.26695258e-12-1.11302215e-10j
  -2.31843393e-11-5.36304991e-09j ...  4.64561754e-11-2.93070588e-10j
  -1.00000000e+00-7.84526588e-13j  2.42926229e-11-1.89224405e-10j]]"
StepFunc,1e-11,51,20,16.4,0,"[[-2.72659403e-11-1.37471629e-10j -1.00000000e+00-8.54623338e-16j
  -5.38063826e-11+2.40712375e-10j ... -2.42825151e-11+5.54694052e-09j
   2.57297189e-12+1.12288404e-10j -1.26231127e-11+2.85313459e-09j]
 [-1.00000000e+00-2.08914102e-13j -8.10709493e-11-1.44897874e-10j
  -1.00000000e+00+2.08438733e-13j ...  5.15384331e-11+2.10176886e-10j
  -3.69062704e-11+8.28366786e-09j  2.57315837e-12+1.12994285e-10j]
 [-5.38063826e-11-2.55564864e-10j -1.00000000e+00-7.33513731e-13j
  -1.02488190e-10-1.47131430e-10j ... -4.62664170e-11+1.30152949e-08j
   5.15395406e-11+2.12344446e-10j -2.42835690e-11+5.31412728e-09j]
 ...
 [-2.42825151e-11-5.54414324e-09j  5.15384331e-11-2.09420695e-10j
  -4.62664170e-11-1.31298679e-08j ...  9.36089566e-11-1.96559306e-10j
  -1.00000000e+00+2.82165246e-12j  4.92276861e-11+2.81966296e-10j]
 [ 2.57297189e-12-1.11584262e-10j -3.69062704e-11-8.40007481e-09j
   5.15395406e-11-2.11588256e-10j ... -1.00000000e+00-2.69017267e-12j
   7.37639179e-11-1.95120934e-10j -1.00000000e+00+1.27859522e-12j]
 [-1.26231127e-11-2.97233882e-09j  2.57315838e-12-1.12290142e-10j
  -2.42835690e-11-5.31133000e-09j ...  4.92276861e-11-2.94766983e-10j
  -1.00000000e+00-8.80513317e-13j  2.48080636e-11-1.88720591e-10j]]"
StepFunc,1e-11,51,20,16.5,0,"[[-2.75098591e-11-1.38229594e-10j -1.00000000e+00+6.46196177e-16j
  -5.54060057e-11+2.42339558e-10j ... -2.47222348e-11+5.50309703e-09j
   2.14937193e-12+1.11352422e-10j -1.26193664e-11+2.82957700e-09j]
 [-1.00000000e+00-2.24238219e-13j -8.29165178e-11-1.45683442e-10j
  -1.00000000e+00+2.25192605e-13j ...  5.08337379e-11+2.08124087e-10j
  -3.73423108e-11+8.21719923e-09j  2.14937942e-12+1.12056314e-10j]
 [-5.54060057e-11-2.57247254e-10j -1.00000000e+00-7.58421215e-13j
  -1.05304637e-10-1.47879695e-10j ... -4.69630809e-11+1.29101140e-08j
   5.08332195e-11+2.10285725e-10j -2.47230276e-11+5.27214593e-09j]
 ...
 [-2.47222348e-11-5.50029174e-09j  5.08337379e-11-2.07371985e-10j
  -4.69630809e-11-1.30236706e-08j ...  9.62796948e-11-1.96160600e-10j
  -1.00000000e+00+2.95676902e-12j  5.07133011e-11+2.82733557e-10j]
 [ 2.14937194e-12-1.10648644e-10j -3.73423108e-11-8.33267366e-09j
   5.08332195e-11-2.09533623e-10j ... -1.00000000e+00-2.84649470e-12j
   7.54470603e-11-1.94783690e-10j -1.00000000e+00+1.30300988e-12j]
 [-1.26193664e-11-2.94785672e-09j  2.14937942e-12-1.11352535e-10j
  -2.47230276e-11-5.26934065e-09j ...  5.07133011e-11-2.95605166e-10j
  -1.00000000e+00-9.27863559e-13j  2.49934852e-11-1.88347886e-10j]]"
StepFunc,1e-11,51,20,16.6,0,"[[-2.84301796e-11-1.39240568e-10j -1.00000000e+00+2.92629020e-16j
  -5.87328897e-11+2.44311010e-10j ... -2.59114381e-11+5.46820783e-09j
   1.69418797e-12+1.08342085e-10j -1.27894707e-11+2.81258123e-09j]
 [-1.00000000e+00-9.38038673e-14j -8.71620155e-11-1.46713373e-10j
  -1.00000000e+00+9.67567384e-14j ...  4.98248953e-11+2.01320097e-10j
  -3.86996129e-11+8.16609195e-09j  1.69486018e-12+1.09028626e-10j]
 [-5.87328897e-11-2.59256620e-10j -1.00000000e+00-5.19109612e-13j
  -1.11882556e-10-1.48910314e-10j ... -4.92789523e-11+1.28277633e-08j
   4.98261314e-11+2.03530485e-10j -2.59090043e-11+5.23881275e-09j]
 ...
 [-2.59114381e-11-5.46532607e-09j  4.98248953e-11-2.00482047e-10j
  -4.92789523e-11-1.29405623e-08j ...  1.02246969e-10-1.96181853e-10j
  -1.00000000e+00+3.08215790e-12j  5.36209388e-11+2.83376835e-10j]
 [ 1.69418798e-12-1.07655023e-10j -3.86996129e-11-8.28078822e-09j
   4.98261314e-11-2.02692434e-10j ... -1.00000000e+00-2.79799701e-12j
   7.91106999e-11-1.94783996e-10j -1.00000000e+00+1.32462596e-12j]
 [-1.27894707e-11-2.93015926e-09j  1.69486018e-12-1.08341564e-10j
  -2.59090043e-11-5.23593099e-09j ...  5.36209388e-11-2.96245466e-10j
  -1.00000000e+00-8.41691153e-13j  2.57066161e-11-1.88349680e-10j]]"
StepFunc,1e-11,51,20,16.7,0,"[[-2.86946132e-11-1.40080175e-10j -1.00000000e+00-7.17417693e-16j
  -5.95933523e-11+2.46241722e-10j ... -2.59282760e-11+5.42602653e-09j
   1.24103462e-12+1.05657397e-10j -1.27370640e-11+2.79027066e-09j]
 [-1.00000000e+00-7.46746730e-14j -8.82885780e-11-1.47590066e-10j
  -1.00000000e+00+7.18696928e-14j ...  4.80872614e-11+1.97878350e-10j
  -3.86652606e-11+8.10241777e-09j  1.24001428e-12+1.06372372e-10j]
 [-5.95933523e-11-2.61261505e-10j -1.00000000e+00-4.61962270e-13j
  -1.13332998e-10-1.49749015e-10j ... -4.92383937e-11+1.27267511e-08j
   4.80864667e-11+2.00138936e-10j -2.59286213e-11+5.19826631e-09j]
 ...
 [-2.59282761e-11-5.42315354e-09j  4.80872614e-11-1.97048532e-10j
  -4.92383937e-11-1.28386714e-08j ...  1.03545582e-10-1.95986403e-10j
  -1.00000000e+00+2.91129970e-12j  5.44065550e-11+2.85026735e-10j]
 [ 1.24103462e-12-1.04943011e-10j -3.86652606e-11-8.21629873e-09j
   4.80864667e-11-1.99309118e-10j ... -1.00000000e+00-2.61163987e-12j
   8.01399606e-11-1.94641336e-10j -1.00000000e+00+1.14411882e-12j]
 [-1.27370640e-11-2.90702461e-09j  1.24001428e-12-1.05657986e-10j
  -2.59286213e-11-5.19539332e-09j ...  5.44065550e-11-2.97999939e-10j
  -1.00000000e+00-6.28773257e-13j  2.59760961e-11-1.88154735e-10j]]"
StepFunc,1e-11,51,20,16.8,0,"[[-2.96125049e-11-1.40663504e-10j -1.00000000e+00-1.97684071e-16j
  -6.10792565e-11+2.47673467e-10j ... -2.63042634e-11+5.37558508e-09j
   8.89268584e-13+1.08151149e-10j -1.29709256e-11+2.76163615e-09j]
 [-1.00000000e+00-1.46461153e-13j -9.06924911e-11-1.48176328e-10j
  -1.00000000e+00+1.43951748e-13j ...  4.68719093e-11+2.00183104e-10j
  -3.92752091e-11+8.02427765e-09j  8.89886688e-13+1.08838981e-10j]
 [-6.10792565e-11-2.62699116e-10j -1.00000000e+00-5.75307387e-13j
  -1.15556423e-10-1.50307996e-10j ... -4.96111894e-11+1.26086861e-08j
   4.68711387e-11+2.02421165e-10j -2.63028825e-11+5.14969861e-09j]
 ...
 [-2.63042634e-11-5.37282082e-09j  4.68719093e-11-1.99320731e-10j
  -4.96111894e-11-1.27195829e-08j ...  1.05800996e-10-1.95478116e-10j
  -1.00000000e+00+2.67601417e-12j  5.58697959e-11+2.87343636e-10j]
 [ 8.89268586e-13-1.07464602e-10j -3.92752091e-11-8.13722220e-09j
   4.68711387e-11-2.01558793e-10j ... -1.00000000e+00-2.40101244e-12j
   8.25849918e-11-1.94184200e-10j -1.00000000e+00+1.17999464e-12j]
 [-1.29709256e-11-2.87734496e-09j  8.89886689e-13-1.08152434e-10j
  -2.63028825e-11-5.14693435e-09j ...  5.58697959e-11-3.00433278e-10j
  -1.00000000e+00-7.66747001e-13j  2.69968994e-11-1.87639379e-10j]]"
StepFunc,1e-11,51,20,16.9,0,"[[-3.02436031e-11-1.41190756e-10j -1.00000000e+00-3.25752615e-16j
  -6.34489259e-11+2.48680424e-10j ... -2.70449486e-11+5.34073852e-09j
   8.50235029e-13+1.09211848e-10j -1.31127358e-11+2.74190265e-09j]
 [-1.00000000e+00-2.20386699e-13j -9.36945257e-11-1.48627836e-10j
  -1.00000000e+00+2.20380647e-13j ...  4.63330937e-11+2.03259654e-10j
  -4.01574671e-11+7.97064944e-09j  8.51008933e-13+1.09841344e-10j]
 [-6.34489259e-11-2.63554585e-10j -1.00000000e+00-7.26283160e-13j
  -1.23048909e-10-1.50682008e-10j ... -5.23408609e-11+1.25292357e-08j
   4.63340262e-11+2.05331444e-10j -2.70434186e-11+5.11675463e-09j]
 ...
 [-2.70449486e-11-5.33799807e-09j  4.63330937e-11-2.02447010e-10j
  -5.23408609e-11-1.26391621e-08j ...  1.12451417e-10-1.94832567e-10j
  -1.00000000e+00+2.77478065e-12j  5.80158574e-11+2.88390372e-10j]
 [ 8.50235031e-13-1.08581011e-10j -4.01574671e-11-8.08264108e-09j
   4.63340262e-11-2.04518799e-10j ... -1.00000000e+00-2.62426385e-12j
   8.52447187e-11-1.93611371e-10j -1.00000000e+00+1.15765117e-12j]
 [-1.31127358e-11-2.85663475e-09j  8.51008934e-13-1.09210507e-10j
  -2.70434186e-11-5.11401417e-09j ...  5.80158574e-11-3.01368431e-10j
  -1.00000000e+00-8.71014994e-13j  2.75083666e-11-1.87122342e-10j]]"
StepFunc,1e-11,51,20,17.0,0,"[[-3.08466677e-11-1.41874568e-10j -1.00000000e+00+2.58959564e-16j
  -6.41282686e-11+2.50094601e-10j ... -2.69943865e-11+5.30654725e-09j
  -1.11329056e-12+1.08215386e-10j -1.31754350e-11+2.72241029e-09j]
 [-1.00000000e+00-2.12090497e-13j -9.49759082e-11-1.49281476e-10j
  -1.00000000e+00+2.12062486e-13j ...  4.23287356e-11+2.01697295e-10j
  -4.01695903e-11+7.91778039e-09j -1.11296877e-12+1.08837171e-10j]
 [-6.41282686e-11-2.64908419e-10j -1.00000000e+00-7.11915865e-13j
  -1.25689914e-10-1.51280572e-10j ... -5.28325095e-11+1.24490454e-08j
   4.23300887e-11+2.03741525e-10j -2.69932607e-11+5.08419185e-09j]
 ...
 [-2.69943865e-11-5.30384208e-09j  4.23287356e-11-2.00897102e-10j
  -5.28325095e-11-1.25580892e-08j ...  1.14659914e-10-1.94471265e-10j
  -1.00000000e+00+2.94263493e-12j  5.85637902e-11+2.89045283e-10j]
 [-1.11329056e-12-1.07592891e-10j -4.01695903e-11-8.02896061e-09j
   4.23300887e-11-2.02941333e-10j ... -1.00000000e+00-2.80502367e-12j
   8.62709572e-11-1.93321711e-10j -1.00000000e+00+1.19952598e-12j]
 [-1.31754350e-11-2.83629569e-09j -1.11296877e-12-1.08214676e-10j
  -2.69932607e-11-5.08148668e-09j ...  5.85637902e-11-3.02011363e-10j
  -1.00000000e+00-9.17648685e-13j  2.79671536e-11-1.86838671e-10j]]"
StepFunc,1e-11,51,20,17.1,0,"[[-3.09169602e-11-1.42944927e-10j -1.00000000e+00+1.41152118e-15j
  -6.56198852e-11+2.52391454e-10j ... -2.72964888e-11+5.28382982e-09j
  -1.03629063e-12+1.00389697e-10j -1.30429210e-11+2.70910385e-09j]
 [-1.00000000e+00-3.35635800e-14j -9.65370415e-11-1.50375909e-10j
  -1.00000000e+00+3.38222992e-14j ...  4.15871474e-11+1.84629797e-10j
  -4.03398246e-11+7.88229042e-09j -1.03509280e-12+1.01118454e-10j]
 [-6.56198852e-11-2.67253417e-10j -1.00000000e+00-3.33482206e-13j
  -1.29128910e-10-1.52333937e-10j ... -5.36388929e-11+1.23959754e-08j
   4.15898546e-11+1.86983657e-10j -2.72968877e-11+5.06254400e-09j]
 ...
 [-2.72964888e-11-5.28116885e-09j  4.15871474e-11-1.83734357e-10j
  -5.36388929e-11-1.25044238e-08j ...  1.17858372e-10-1.94700184e-10j
  -1.00000000e+00+2.99883013e-12j  5.98778805e-11+2.89905973e-10j]
 [-1.03629063e-12-9.96617901e-11j -4.03398246e-11-7.99293455e-09j
   4.15898546e-11-1.86088217e-10j ... -1.00000000e+00-2.59507208e-12j
   8.76492063e-11-1.93603138e-10j -1.00000000e+00+1.20798115e-12j]
 [-1.30429210e-11-2.82240895e-09j -1.03509280e-12-1.00390548e-10j
  -2.72968877e-11-5.05988303e-09j ...  5.98778805e-11-3.02975156e-10j
  -1.00000000e+00-6.70844411e-13j  2.79841740e-11-1.87068546e-10j]]"
StepFunc,1e-11,51,20,17.2,0,"[[-3.14571971e-11-1.43468455e-10j -1.00000000e+00+1.39618060e-15j
  -6.69875812e-11+2.53411833e-10j ... -2.75788200e-11+5.23392480e-09j
  -2.10670782e-12+1.02950961e-10j -1.30948640e-11+2.68293478e-09j]
 [-1.00000000e+00-1.31813769e-13j -9.84454806e-11-1.50904928e-10j
  -1.00000000e+00+1.33915839e-13j ...  3.96651294e-11+1.88579993e-10j
  -4.06716391e-11+7.80720702e-09j -2.10723192e-12+1.03632561e-10j]
 [-6.69875812e-11-2.68284779e-10j -1.00000000e+00-5.15159167e-13j
  -1.31618171e-10-1.52840109e-10j ... -5.40436214e-11+1.22778650e-08j
   3.96644741e-11+1.90846273e-10j -2.75758563e-11+5.01462007e-09j]
 ...
 [-2.75788200e-11-5.23126419e-09j  3.96651294e-11-1.87675965e-10j
  -5.40436214e-11-1.23852726e-08j ...  1.20174909e-10-1.94229538e-10j
  -1.00000000e+00+2.61768254e-12j  6.11823339e-11+2.92528680e-10j]
 [-2.10670782e-12-1.02270316e-10j -4.06716391e-11-7.91685933e-09j
   3.96644741e-11-1.89942245e-10j ... -1.00000000e+00-2.29863662e-12j
   8.95774336e-11-1.93162478e-10j -1.00000000e+00+1.11643037e-12j]
 [-1.30948640e-11-2.79524769e-09j -2.10723192e-12-1.02951916e-10j
  -2.75758563e-11-5.01195947e-09j ...  6.11823339e-11-3.05627728e-10j
  -1.00000000e+00-7.21591655e-13j  2.86815411e-11-1.86612954e-10j]]"
StepFunc,1e-11,51,20,17.3,0,"[[-3.19433856e-11-1.43970903e-10j -1.00000000e+00-1.72898211e-15j
  -6.88834209e-11+2.54293911e-10j ... -2.80754375e-11+5.18565995e-09j
  -2.81094570e-12+1.04750259e-10j -1.31462292e-11+2.65876104e-09j]
 [-1.00000000e+00-2.01539149e-13j -1.00828412e-10-1.51406435e-10j
  -1.00000000e+00+1.99534636e-13j ...  3.84637231e-11+1.91965732e-10j
  -4.12218240e-11+7.73580469e-09j -2.81124885e-12+1.05364392e-10j]
 [-6.88834209e-11-2.69164977e-10j -1.00000000e+00-6.74055609e-13j
  -1.35142730e-10-1.53328095e-10j ... -5.48877101e-11+1.21625641e-08j
   3.84617192e-11+1.94066657e-10j -2.80749310e-11+4.96842983e-09j]
 ...
 [-2.80754375e-11-5.18294058e-09j  3.84637231e-11-1.91091045e-10j
  -5.48877101e-11-1.22688951e-08j ...  1.23387741e-10-1.93750326e-10j
  -1.00000000e+00+2.78632409e-12j  6.29207090e-11+2.93143865e-10j]
 [-2.81094570e-12-1.04136589e-10j -4.12218240e-11-7.84441946e-09j
   3.84617192e-11-1.93191970e-10j ... -1.00000000e+00-2.59251915e-12j
   9.16706264e-11-1.92700017e-10j -1.00000000e+00+1.11568049e-12j]
 [-1.31462292e-11-2.77009519e-09j -2.81124885e-12-1.04750722e-10j
  -2.80749310e-11-4.96571045e-09j ...  6.29207090e-11-3.06214720e-10j
  -1.00000000e+00-8.51617074e-13j  2.90344923e-11-1.86164590e-10j]]"
StepFunc,1e-11,51,20,17.4,0,"[[-3.22021600e-11-1.44601917e-10j -1.00000000e+00+3.13218095e-16j
  -7.31148135e-11+2.55477557e-10j ... -2.95285838e-11+5.14022602e-09j
  -1.61746886e-12+1.03124870e-10j -1.31790444e-11+2.63527234e-09j]
 [-1.00000000e+00-2.00389497e-13j -1.05313978e-10-1.52066943e-10j
  -1.00000000e+00+2.00730543e-13j ...  4.07855282e-11+1.88749580e-10j
  -4.27059071e-11+7.66776749e-09j -1.61893860e-12+1.03729266e-10j]
 [-7.31148135e-11-2.70407610e-10j -1.00000000e+00-7.17060272e-13j
  -1.43488833e-10-1.53978027e-10j ... -5.77013270e-11+1.20552922e-08j
   4.07832673e-11+1.90829965e-10j -2.95266487e-11+4.92476410e-09j]
 ...
 [-2.95285838e-11-5.13749259e-09j  4.07855282e-11-1.87877855e-10j
  -5.77013270e-11-1.21607212e-08j ...  1.31096243e-10-1.93521691e-10j
  -1.00000000e+00+2.93330011e-12j  6.67619356e-11+2.93571492e-10j]
 [-1.61746885e-12-1.02520282e-10j -4.27059071e-11-7.77549904e-09j
   4.07832673e-11-1.89958239e-10j ... -1.00000000e+00-2.79252329e-12j
   9.56898183e-11-1.92477404e-10j -1.00000000e+00+1.16280772e-12j]
 [-1.31790444e-11-2.74573732e-09j -1.61893860e-12-1.03124678e-10j
  -2.95266487e-11-4.92203067e-09j ...  6.67619356e-11-3.06709807e-10j
  -1.00000000e+00-9.08604111e-13j  2.91884805e-11-1.85908247e-10j]]"
StepFunc,1e-11,51,20,17.5,0,"[[-3.26455306e-11-1.45631367e-10j -1.00000000e+00+1.74648081e-15j
  -7.31534805e-11+2.57690273e-10j ... -2.91194953e-11+5.11308807e-09j
  -2.48022978e-12+9.75092476e-11j -1.32055649e-11+2.62020382e-09j]
 [-1.00000000e+00+1.40071690e-14j -1.05801583e-10-1.53161705e-10j
  -1.00000000e+00-1.06205035e-14j ...  3.75750787e-11+1.83140765e-10j
  -4.23256572e-11+7.62610948e-09j -2.48008959e-12+9.81771666e-11j]
 [-7.31534805e-11-2.72750949e-10j -1.00000000e+00-3.83753861e-13j
  -1.44405353e-10-1.55010433e-10j ... -5.73206783e-11+1.19898206e-08j
   3.75737277e-11+1.85320577e-10j -2.91206853e-11+4.89872220e-09j]
 ...
 [-2.91194953e-11-5.11038508e-09j  3.75750787e-11-1.82296849e-10j
  -5.73206783e-11-1.20946414e-08j ...  1.31882871e-10-1.93805021e-10j
  -1.00000000e+00+2.59843806e-12j  6.67623351e-11+2.95112169e-10j]
 [-2.48022978e-12-9.68413515e-11j -4.23256572e-11-7.73329207e-09j
   3.75737277e-11-1.84476661e-10j ... -1.00000000e+00-2.36461078e-12j
   9.62266529e-11-1.92833414e-10j -1.00000000e+00+1.08870244e-12j]
 [-1.32055649e-11-2.73008940e-09j -2.48008959e-12-9.75092705e-11j
  -2.91206853e-11-4.89601921e-09j ...  6.67623351e-11-3.08423100e-10j
  -1.00000000e+00-5.78037177e-13j  2.97126665e-11-1.86177948e-10j]]"
StepFunc,1e-11,51,20,17.6,0,"[[-3.32708327e-11-1.46081650e-10j -1.00000000e+00-1.56689232e-15j
  -7.49460051e-11+2.58516052e-10j ... -2.94859611e-11+5.06394233e-09j
  -3.91043307e-12+9.96118126e-11j -1.32454606e-11+2.59583332e-09j]
 [-1.00000000e+00-8.28028469e-14j -1.08217373e-10-1.53595283e-10j
  -1.00000000e+00+8.12642324e-14j ...  3.42947083e-11+1.89684504e-10j
  -4.27324378e-11+7.55363192e-09j -3.90977235e-12+1.00193911e-10j]
 [-7.49460051e-11-2.73543317e-10j -1.00000000e+00-6.25028889e-13j
  -1.47815570e-10-1.55428898e-10j ... -5.79787662e-11+1.18717296e-08j
   3.42968459e-11+1.91611270e-10j -2.94871459e-11+4.85165546e-09j]
 ...
 [-2.94859611e-11-5.06117913e-09j  3.42947083e-11-1.88922431e-10j
  -5.79787662e-11-1.19754701e-08j ...  1.34789126e-10-1.93318779e-10j
  -1.00000000e+00+2.40072529e-12j  6.82982652e-11+2.96664436e-10j]
 [-3.91043307e-12-9.90300170e-11j -4.27324378e-11-7.65977366e-09j
   3.42968459e-11-1.90849197e-10j ... -1.00000000e+00-2.38452759e-12j
   9.83096403e-11-1.92365180e-10j -1.00000000e+00+1.08973938e-12j]
 [-1.32454606e-11-2.70473826e-09j -3.90977235e-12-9.96121154e-11j
  -2.94871459e-11-4.84889226e-09j ...  6.82982652e-11-3.09915938e-10j
  -1.00000000e+00-7.48606871e-13j  3.03020485e-11-1.85739429e-10j]]"
StepFunc,1e-11,51,20,17.7,0,"[[-3.36307626e-11-1.46513436e-10j -1.00000000e+00-9.84884968e-16j
  -7.54190200e-11+2.59293942e-10j ... -2.92988827e-11+5.01357251e-09j
  -4.41903242e-12+1.01964535e-10j -1.32211239e-11+2.56823740e-09j]
 [-1.00000000e+00-2.35264997e-13j -1.09049395e-10-1.54076816e-10j
  -1.00000000e+00+2.32481920e-13j ...  3.27071800e-11+1.96269264e-10j
  -4.25199139e-11+7.47658716e-09j -4.41909703e-12+1.02545189e-10j]
 [-7.54190200e-11-2.74420702e-10j -1.00000000e+00-8.92363119e-13j
  -1.48479408e-10-1.55873695e-10j ... -5.75151420e-11+1.17521508e-08j
   3.27070369e-11+1.98141360e-10j -2.92995497e-11+4.80312665e-09j]
 ...
 [-2.92988827e-11-5.01087841e-09j  3.27071800e-11-1.95557720e-10j
  -5.75151420e-11-1.18548917e-08j ...  1.35231441e-10-1.92909179e-10j
  -1.00000000e+00+2.52842981e-12j  6.86760353e-11+2.96902599e-10j]
 [-4.41903241e-12-1.01382864e-10j -4.25199139e-11-7.58181084e-09j
   3.27070369e-11-1.97429817e-10j ... -1.00000000e+00-2.67213627e-12j
   9.89094532e-11-1.92010174e-10j -1.00000000e+00+1.06806562e-12j]
 [-1.32211239e-11-2.67615518e-09j -4.41909703e-12-1.01963518e-10j
  -2.92995497e-11-4.80043255e-09j ...  6.86760353e-11-3.10321603e-10j
  -1.00000000e+00-8.84568676e-13j  3.05128935e-11-1.85300672e-10j]]"
