form,rtol,N,a1,a2,omega1,omega multiplier,phi1,phi offset,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,169.5,2.0,0.0,0.7853981633974483,(-0.0012131148687400083+3.551115405029844e-09j),(0.0024001247621942227-6.333011738821006e-11j),(-0.9893606795214155+1.814190893675123e-06j),(0.002171075525076928+0.0001913573995675126j),(-0.004359132567189818-6.643992598716322e-11j),(-0.984125803116954-0.07159131127755261j),(-0.0007828335755881259-2.9420970361124887e-05j),(0.0015305654440385136-6.27296524629337e-11j),(-0.9946796004548746+0.07275166819504035j),(-0.00021460797818578098+1.1760208535582014e-05j),(0.00042872697808839753-9.191758585467776e-11j)
DS-p,1e-11,51,35.0,35.0,169.6,2.0,0.0,0.7853981633974483,(-0.0012116907411676633+3.551952726103948e-09j),(0.0023973378593250255-6.344712528674487e-11j),(-0.9893731982504284+1.8110916695722259e-06j),(0.002168574429031834+0.00019102422754970643j),(-0.0043540907682867724-6.652214883007341e-11j),(-0.9841443819495177-0.07155075674467042j),(-0.0007819161937996401-2.9369223052650056e-05j),(0.0015288130373068993-6.284796018733196e-11j),(-0.9946858616510458+0.07270907052080701j),(-0.00021435583274728026+1.1739443185843253e-05j),(0.0004282238958729402-9.181030453692323e-11j)
DS-p,1e-11,51,35.0,35.0,169.7,2.0,0.0,0.7853981633974483,(-0.001210269116373553+3.5521234559429864e-09j),(0.0023945557818189946-6.353426891786698e-11j),(-0.9893856949116436+1.8079993101914273e-06j),(0.002166077616964201+0.00019069182504126436j),(-0.004349057652460964-6.657765569954844e-11j),(-0.9841629282652516-0.07151024710002783j),(-0.0007810004204559517-2.9317597038969943e-05j),(0.0015270636061393526-6.293657529115091e-11j),(-0.994692111807666+0.07266652252360438j),(-0.00021410413107070259+1.1718726245446565e-05j),(0.0004277216971265343-9.167420372117132e-11j)
DS-p,1e-11,51,35.0,35.0,169.8,2.0,0.0,0.7853981633974483,(-0.001208849988291856+3.5527434921152893e-09j),(0.002391778518908422-6.364287915371429e-11j),(-0.9893981695567656+1.8049140865897318e-06j),(0.002163585079244329+0.00019036019089399754j),(-0.00434403319973465-6.6631746294565e-11j),(-0.9841814421397668-0.07146978227086281j),(-0.0007800862516373665-2.9266090967063256e-05j),(0.0015253171440973348-6.304665247837068e-11j),(-0.994698350950435+0.07262402411713273j),(-0.0002138528717622011+1.169805890769652e-05j),(0.0004272203801234768-9.155107214744234e-11j)
DS-p,1e-11,51,35.0,35.0,169.9,2.0,0.0,0.7853981633974483,(-0.001207433351353284+3.5526358225481678e-09j),(0.0023890060592181295-6.373947006020207e-11j),(-0.9894106222375111+1.8018358065147908e-06j),(0.0021610968062520265+0.00019002932173065902j),(-0.004339017390509993-6.668020632418397e-11j),(-0.9841999236485236-0.07142936218492194j),(-0.0007791736836603828-2.9214705549585507e-05j),(0.0015235736443719589-6.314465535949751e-11j),(-0.9947045791053611+0.07258157521494253j),(-0.00021360205406891625+1.1677439705445533e-05j),(0.0004267199424769809-9.142930177751768e-11j)
DS-p,1e-11,51,35.0,35.0,170.0,2.0,0.0,0.7853981633974483,(-0.0012060191994342218+3.552547899038947e-09j),(0.0023862383920894535-6.380814345739928e-11j),(-0.9894230530054708+1.7987642427687507e-06j),(0.002158612788345171+0.00018969921607931122j),(-0.00433401020501839-6.668850205839809e-11j),(-0.9842183728666699-0.07138898677015809j),(-0.0007782627128132685-2.9163439726301397e-05j),(0.0015218331004247087-6.321489193639682e-11j),(-0.9947107962980557+0.07253917573074378j),(-0.0002133516768170786+1.1656869555932113e-05j),(0.0004262203823283475-9.127390489084157e-11j)
DS-p,1e-11,51,35.0,35.0,170.1,2.0,0.0,0.7853981633974483,(-0.0012046075270545145+3.552523220063655e-09j),(0.0023834755062041753-6.389874542868688e-11j),(-0.9894354619115878+1.7956991669080343e-06j),(0.002156133015724605+0.0001893698718841108j),(-0.004329011623858237-6.672713978071535e-11j),(-0.9842367898689983-0.07134865595475576j),(-0.0007773533353398338-2.9112293008771172e-05j),(0.0015200955056462653-6.330706687281418e-11j),(-0.9947170025542263+0.07249682557832866j),(-0.00021310173895913373+1.1636348174785425e-05j),(0.0004257216975962815-9.114307652243991e-11j)
DS-p,1e-11,51,35.0,35.0,170.2,2.0,0.0,0.7853981633974483,(-0.0012031983282102636+3.5518671952602567e-09j),(0.002380717390782187-6.39695935785763e-11j),(-0.989447849007585+1.7926415466007938e-06j),(0.0021536574791337585+0.00018904128608537016j),(-0.0043240216272478-6.67268157358257e-11j),(-0.9842551747306737-0.07130836966581022j),(-0.0007764455475346016-2.9061266038684448e-05j),(0.0015183608534429516-6.33793693958617e-11j),(-0.9947231978996771+0.07245452467296036j),(-0.00021285223957040467+1.1615874559942454e-05j),(0.00042522388620007054-9.099239952396631e-11j)
DS-p,1e-11,51,35.0,35.0,170.3,2.0,0.0,0.7853981633974483,(-0.001201791597501358+3.5778526456313027e-09j),(0.0023779640344032335-6.460107345775966e-11j),(-0.9894602143602873+1.7895866691456933e-06j),(0.0021511861685814277+0.0001887134583894983j),(-0.004319040212224887-6.78287864701622e-11j),(-0.984273527509157-0.07126812783480002j),(-0.0007755393453893929-2.9010382180952475e-05j),(0.001516629137665747-6.400675352316134e-11j),(-0.9947293823426354+0.07241227293105303j),(-0.00021260317898801062+1.1595425235338139e-05j),(0.00042472694678186845-9.139008712741e-11j)
DS-p,1e-11,51,35.0,35.0,170.4,2.0,0.0,0.7853981633974483,(-0.0012003873285062056+3.5779006263157375e-09j),(0.0023752154272285476-6.468988166781399e-11j),(-0.9894725579887991+1.7865432679414086e-06j),(0.002148719075032472+0.00018838638365500286j),(-0.00431406732690582-6.786539048073375e-11j),(-0.9842918483124006-0.07122793038421128j),(-0.0007746347258825795-2.8959594163108337e-05j),(0.0015149003511339323-6.409684724262292e-11j),(-0.9947355559425943+0.0723700702626215j),(-0.0002123545535486146+1.1575046022284288e-05j),(0.00042423087590791504-9.125689193462472e-11j)
DS-p,1e-11,51,35.0,35.0,170.5,2.0,0.0,0.7853981633974483,(-0.0011989855158966722+3.5784584375134295e-09j),(0.0023724715578529194-6.478715449410039e-11j),(-0.9894848799596393+1.7835052659104908e-06j),(0.002146256188701628+0.0001880600622313584j),(-0.004309102967784077-6.790159526331208e-11j),(-0.9843101371977263-0.07118777724713236j),(-0.0007737316850022005-2.890892338688085e-05j),(0.0015131744876714492-6.419556311713533e-11j),(-0.9947417187082835+0.0723279165833769j),(-0.00021210636329765248+1.1554715507821386e-05j),(0.00042373567246593684-9.113554061689047e-11j)
DS-p,1e-11,51,35.0,35.0,170.6,2.0,0.0,0.7853981633974483,(-0.0011975861538828653+3.5793061099359365e-09j),(0.002369732415507019-6.489980987614904e-11j),(-0.9894971803234995+1.7804755311697537e-06j),(0.0021437975000861732+0.0001877344913380287j),(-0.004304147115681993-6.795839167158543e-11j),(-0.9843283942392832-0.07114766834947717j),(-0.0007728302191527467-2.8858370278619283e-05j),(0.0015114515405634868-6.430950739913816e-11j),(-0.9947478706647314+0.07228581181093163j),(-0.00021185860746805035+1.1534432769748967e-05j),(0.00042324133418500734-9.103021735004153e-11j)
DS-p,1e-11,51,35.0,35.0,170.7,2.0,0.0,0.7853981633974483,(-0.0011961892368067065+3.5795955407532943e-09j),(0.002366997989272826-6.497429223987411e-11j),(-0.989509459130692+1.7774518822250366e-06j),(0.002141342999856039+0.0001874096682078683j),(-0.0042991997512737135-6.797123354003587e-11j),(-0.9843466195105617-0.07110760362214866j),(-0.0007719303246376853-2.8807934989609475e-05j),(0.0015097315033530609-6.438552908107548e-11j),(-0.9947540118373895+0.07224375585857715j),(-0.00021161128498669787+1.1514197294188377e-05j),(0.00042274785911705984-9.088565933678744e-11j)
DS-p,1e-11,51,35.0,35.0,170.8,2.0,0.0,0.7853981633974483,(-0.0011947947590353267+3.579555578112702e-09j),(0.0023642682684834222-6.506791819579219e-11j),(-0.9895217164317015+1.7744351731472543e-06j),(0.002138892678502459+0.0001870855906763746j),(-0.004294260855222672-6.800611763591059e-11j),(-0.9843648130851105-0.07106758299329224j),(-0.0007710319976965835-2.8757617317097345e-05j),(0.0015080143698199995-6.44804087922484e-11j),(-0.99476014225129+0.07220174864278871j),(-0.00021136439479180896+1.149400881756378e-05j),(0.0004222552454400102-9.076356406946826e-11j)
DS-p,1e-11,51,35.0,35.0,170.9,2.0,0.0,0.7853981633974483,(-0.0011934027147115743+3.5797159925166344e-09j),(0.002361543242456852-6.516252856930359e-11j),(-0.9895339522764598+1.7714250652926773e-06j),(0.002136446526722168+0.00018676225735043928j),(-0.004289330408397844-6.802716380136664e-11j),(-0.9843829750361263-0.07102760639227797j),(-0.0007701352348453323-2.870741615953971e-05j),(0.0015063001331653836-6.457651168372798e-11j),(-0.9947662619315166+0.07215979007880124j),(-0.00021111793597592549+1.1473867862525676e-05j),(0.00042176349081267037-9.064361390407848e-11j)
DS-p,1e-11,51,35.0,35.0,171.0,2.0,0.0,0.7853981633974483,(-0.0011920130984164057+3.5795697412921677e-09j),(0.0023588229003239404-6.525234997871627e-11j),(-0.9895461667152601+1.7684218251733493e-06j),(0.0021340045350055695+0.00018643966539341457j),(-0.0042844083917964945-6.805450972245042e-11j),(-0.9844011054369418-0.07098767374817719j),(-0.0007692400324712453-2.8657332000668487e-05j),(0.0015045887870696537-6.466767739574234e-11j),(-0.9947723709033045+0.07211788008254755j),(-0.0002108719075462756+1.145377350479323e-05j),(0.00042127259345400674-9.0518837434617e-11j)
DS-p,1e-11,51,35.0,35.0,171.1,2.0,0.0,0.7853981633974483,(-0.0011906259043408772+3.5799565399920094e-09j),(0.0023561072315674454-6.533514259910306e-11j),(-0.9895583597978092+1.7654252421412905e-06j),(0.0021315666941169997+0.00018611781373440556j),(-0.004279494786159743-6.80581956015519e-11j),(-0.9844192043601265-0.07094778499050815j),(-0.0007683463868472622-2.860736324035848e-05j),(0.0015028803251936132-6.475187823546533e-11j),(-0.9947784691914696+0.0720760185699506j),(-0.00021062630831113205+1.1433726915674501e-05j),(0.0004207825513905302-9.038273156540363e-11j)
DS-p,1e-11,51,35.0,35.0,171.2,2.0,0.0,0.7853981633974483,(-0.0011892411269239546+3.579848905160968e-09j),(0.002353396225529686-6.540522970674018e-11j),(-0.9895705315739172+1.762435273952587e-06j),(0.0021291329946837682+0.00018579669903836366j),(-0.004274589572626691-6.806151912299047e-11j),(-0.9844372718784826-0.0709079400489167j),(-0.0007674542944493754-2.8557510991866697e-05j),(0.0015011747410478438-6.482332913203967e-11j),(-0.9947845568209244+0.07203420545718242j),(-0.0002103811374624641+1.1413726453400738e-05j),(0.0004202933625973484-9.024834611680191e-11j)
DS-p,1e-11,51,35.0,35.0,171.3,2.0,0.0,0.7853981633974483,(-0.0011878587605538005+3.579323481858848e-09j),(0.0023506898715965896-6.549659885520494e-11j),(-0.9895826820931019+1.7594518643466338e-06j),(0.0021267034275116933+0.00018547631946843268j),(-0.004269692732087535-6.807639511568111e-11j),(-0.9844553080643951-0.07086813885307801j),(-0.0007665637515566898-2.8507774414643614e-05j),(0.001499472028408064-6.491609632556676e-11j),(-0.9947906338164494+0.07199244066068877j),(-0.00021013639386558217+1.1393772645059645e-05j),(0.00041980502515788325-9.012581396487953e-11j)
DS-p,1e-11,51,35.0,35.0,171.4,2.0,0.0,0.7853981633974483,(-0.0011864787997399664+3.579449353564942e-09j),(0.002347988159044549-6.55739846754636e-11j),(-0.989594811404841+1.756475140374341e-06j),(0.0021242779830898378+0.00018515667388838283j),(-0.004264804245860107-6.807536147428509e-11j),(-0.9844733129901574-0.07082838133274681j),(-0.0007656747548705732-2.845815252553735e-05j),(0.0014977721805938971-6.499479800276584e-11j),(-0.9947967002029451+0.07195072409710439j),(-0.00020989207667736556+1.137386568403581e-05j),(0.0004193175369687687-8.998795653292095e-11j)
DS-p,1e-11,51,35.0,35.0,171.5,2.0,0.0,0.7853981633974483,(-0.0011851012387347898+3.579375771837166e-09j),(0.0023452910775595415-6.566947000531109e-11j),(-0.9896069195584379+1.753505755981546e-06j),(0.0021218566524067034+0.00018483775927350516j),(-0.004259924094874662-6.808838876616017e-11j),(-0.9844912867277381-0.0707886674172502j),(-0.0007647873005857224-2.8408645726312745e-05j),(0.0014960751915141374-6.5091746152842e-11j),(-0.9948027560048089+0.07190905568388618j),(-0.00020964818480168762+1.1354004989321334e-05j),(0.0004188308961783037-8.987207217975619e-11j)
DS-p,1e-11,51,35.0,35.0,171.6,2.0,0.0,0.7853981633974483,(-0.001183726072200783+3.579397660727805e-09j),(0.0023425986163600025-6.571501195230472e-11j),(-0.9896190066031424+1.7505420777381008e-06j),(0.0021194394261364376+0.00018451957388183231j),(-0.004255052260444522-6.806314748743816e-11j),(-0.984509229348985-0.07074899703831836j),(-0.0007639013851811205-2.8359253435038398e-05j),(0.0014943810547776732-6.513869924556515e-11j),(-0.9948088012469445+0.07186743533646953j),(-0.00020940471732165677+1.1334190529910205e-05j),(0.0004183451007681964-8.97110033498965e-11j)
DS-p,1e-11,51,35.0,35.0,171.7,2.0,0.0,0.7853981633974483,(-0.001182353294371826+3.578872931532816e-09j),(0.0023399107652330494-6.582184878043757e-11j),(-0.989631072587925+1.747585540565896e-06j),(0.00211702629518447+0.000184202115027507j),(-0.0042501887237826885-6.808760982103912e-11j),(-0.9845271409255382-0.07070937012481203j),(-0.0007630170051296757-2.8309976020199153e-05j),(0.0014926897640019764-6.524686336531678e-11j),(-0.9948148359536886+0.07182586297333916j),(-0.00020916167317075463+1.1314421489037798e-05j),(0.0004178601488821175-8.961022641197261e-11j)
DS-p,1e-11,51,35.0,35.0,171.8,2.0,0.0,0.7853981633974483,(-0.001180982899871126+3.5788979040658515e-09j),(0.0023372275135237364-6.588879050703283e-11j),(-0.989643117561484+1.7446353400054346e-06j),(0.0021146172502706072+0.0001838853817418193j),(-0.004245333466225902-6.807396973693888e-11j),(-0.984545021528619-0.07066978660783231j),(-0.000762134156919194-2.8260811955962793e-05j),(0.0014910013128336431-6.531509380916811e-11j),(-0.9948208601494539+0.0717843385112758j),(-0.00020891905142259373+1.1294698898505059e-05j),(0.0004173760384372817-8.946773551968093e-11j)
DS-p,1e-11,51,35.0,35.0,171.9,2.0,0.0,0.7853981633974483,(-0.0011796148831290654+3.579212208398464e-09j),(0.002334548850882176-6.596480024511753e-11j),(-0.9896551415727142+1.741692136160223e-06j),(0.002112212282213765+0.00018356937174170336j),(-0.004240486469100649-6.80665727929505e-11j),(-0.9845628712296374-0.07063024641745151j),(-0.0007612528370838575-2.8211761104872287e-05j),(0.0014893156950474482-6.539247544326224e-11j),(-0.9948268738587455+0.07174286186826102j),(-0.0002086768511368256+1.1275022442177067e-05j),(0.00041689276752539424-8.933542881801497e-11j)
DS-p,1e-11,51,35.0,35.0,172.0,2.0,0.0,0.7853981633974483,(-0.0011782492387196752+3.5788945916969244e-09j),(0.002331874766860106-6.603908758422872e-11j),(-0.9896671446701316+1.7387551202469986e-06j),(0.0021098113820620396+0.0001832540820015903j),(-0.0042356477137349205-6.806145880482921e-11j),(-0.9845806900995054-0.07059074948503095j),(-0.0007603730419757961-2.816282414307537e-05j),(0.001487632904463328-6.546813018929549e-11j),(-0.994832877105885+0.07170143296150802j),(-0.00020843507133645744+1.1255391051123286e-05j),(0.0004164103342097856-8.920776539415537e-11j)
DS-p,1e-11,51,35.0,35.0,172.1,2.0,0.0,0.7853981633974483,(-0.0011768859610848947+3.5785703000517704e-09j),(0.0023292052511924757-6.611413897501282e-11j),(-0.9896791269023036+1.7358244777600189e-06j),(0.0021074145406779765+0.00018293951106442084j),(-0.004230817181556691-6.804931570634607e-11j),(-0.984598478209054-0.07055129574128735j),(-0.0007594947680449396-2.8114000142147818e-05j),(0.0014859529349350292-6.554447594790096e-11j),(-0.9948388699150776+0.07166005170907577j),(-0.00020819371088818747+1.1235805297247787e-05j),(0.00041592873673600844-8.90707359691426e-11j)
DS-p,1e-11,51,35.0,35.0,172.2,2.0,0.0,0.7853981633974483,(-0.0011755250447641613+3.578675141750693e-09j),(0.0023265402934717332-6.618550913479709e-11j),(-0.9896910883173278+1.7329009947045745e-06j),(0.0021050217489719802+0.00018262565736386978j),(-0.004225994854165881-6.803413204185343e-11j),(-0.9846162356288625-0.07051188511637085j),(-0.0007586180118997338-2.806528840189099e-05j),(0.0014842757800282973-6.56171828874271e-11j),(-0.9948448523104786+0.07161871802987772j),(-0.000207952769008906+1.1216265134378085e-05j),(0.00041544797290762707-8.893871784542764e-11j)
DS-p,1e-11,51,35.0,35.0,172.3,2.0,0.0,0.7853981633974483,(-0.0011741664845448564+3.461337705874151e-09j),(0.0023238798831529007-6.270377913146187e-11j),(-0.9897030289634952+1.729984137047167e-06j),(0.002102633006802964+0.0001823123914931631j),(-0.004221180713274236-6.566707586089346e-11j),(-0.9846339624271087-0.07047251754152273j),(-0.000757742770185043-2.8016697430110287e-05j),(0.0014826015003727554-6.214220921552785e-11j),(-0.994850824314014+0.0715774318394929j),(-0.00020771223702082883+1.1196877965786653e-05j),(0.00041496804080486463-8.64546596544359e-11j)
DS-p,1e-11,51,35.0,35.0,172.4,2.0,0.0,0.7853981633974483,(-0.0011728102746787136+3.4615137654897092e-09j),(0.0023212240103295412-6.280229798943879e-11j),(-0.9897149488889049+1.7270732921950957e-06j),(0.0021002482873240247+0.00018199996535812923j),(-0.004216374740110107-6.568717214985303e-11j),(-0.9846516586784078-0.07043319294955966j),(-0.0007568690390682455-2.7968210004213482e-05j),(0.0014809299566155235-6.224189701877263e-11j),(-0.9948567859541885+0.07153619306014951j),(-0.00020747212919563357+1.11774280597604e-05j),(0.0004144889388527206-8.634818192839498e-11j)
DS-p,1e-11,51,35.0,35.0,172.5,2.0,0.0,0.7853981633974483,(-0.001171456409878091+3.4610951654814462e-09j),(0.0023185726645741853-6.287225058212079e-11j),(-0.9897268481414152+1.724168740254181e-06j),(0.0020978675904164083+0.00018168824938241289j),(-0.00421157691663291-6.56732835661592e-11j),(-0.9846693244506153-0.07039391127115482j),(-0.0007559968153976714-2.7919834891769747e-05j),(0.0014792612088517492-6.231314607703026e-11j),(-0.9948627372527935+0.07149500160866096j),(-0.00020723243715465092+1.115802243254545e-05j),(0.00041401066480624936-8.62212167993222e-11j)
DS-p,1e-11,51,35.0,35.0,172.6,2.0,0.0,0.7853981633974483,(-0.001170104884746375+3.4617261485656814e-09j),(0.0023159258356900796-6.294666406827015e-11j),(-0.989738726768689+1.7212712732449113e-06j),(0.002095490907146112+0.00018137724317811722j),(-0.004206787224400238-6.5656799302563e-11j),(-0.9846869598134157-0.07035467243703351j),(-0.0007551260955698524-2.7871569998531947e-05j),(0.0014775952510465411-6.2388935115559e-11j),(-0.9948686782334998+0.0714538574046423j),(-0.00020699315964569157+1.11386628099694e-05j),(0.00041353321690087985-8.608950298594406e-11j)
DS-p,1e-11,51,35.0,35.0,172.7,2.0,0.0,0.7853981633974483,(-0.0011687556939620376+3.4612508138585716e-09j),(0.0023132835134256173-6.30406824896192e-11j),(-0.9897505848181842+1.7183798149275737e-06j),(0.0020931182286913694+0.00018106694266278552j),(-0.004202005645155493-6.566271035503145e-11j),(-0.9847045648363116-0.07031547637989355j),(-0.0007542568761120562-2.7823416985110674e-05j),(0.0014759320770812833-6.248406066551605e-11j),(-0.9948746089202711+0.07141276036615736j),(-0.0002067542959076421+1.1119347119177125e-05j),(0.0004130565932305083-8.598603177367619e-11j)
DS-p,1e-11,51,35.0,35.0,172.8,2.0,0.0,0.7853981633974483,(-0.0011674088320976078+3.4610083664494912e-09j),(0.0023106456876286867-6.311992389329944e-11j),(-0.9897624223373781+1.7154946688025437e-06j),(0.0020907495459343197+0.0001807573472884954j),(-0.00419723216073279-6.563852436266162e-11j),(-0.9847221395888073-0.0702763230313515j),(-0.0007533891537412213-2.777537419570649e-05j),(0.001474271680647678-6.25647016784268e-11j),(-0.9948805293369131+0.07137171041249789j),(-0.00020651584495223405+1.1100076398314973e-05j),(0.0004125807918018542-8.585880176780051e-11j)
DS-p,1e-11,51,35.0,35.0,172.9,2.0,0.0,0.7853981633974483,(-0.0011660642940411123+3.5089948204624898e-09j),(0.0023080123478273987-6.41775992181426e-11j),(-0.98977423938976+1.7126115512302723e-06j),(0.002088384850155804+0.0001804484549877925j),(-0.004192466730895565-6.760231904685441e-11j),(-0.9847396841241692-0.07023721232797063j),(-0.0007525229245522284-2.7727488325351964e-05j),(0.0014726140564036254-6.361339388118497e-11j),(-0.9948864394904865+0.07133070746850569j),(-0.00020627780864065914+1.1080805697684902e-05j),(0.0004121058114451622-8.669406010272746e-11j)
DS-p,1e-11,51,35.0,35.0,173.0,2.0,0.0,0.7853981633974483,(-0.001164722073970198+3.5098655769107486e-09j),(0.0023053834846450613-6.428807185775954e-11j),(-0.9897860359909738+1.7097389958682372e-06j),(0.0020860241324400924+0.00018014026292328608j),(-0.0041877093817032016-6.762818729118635e-11j),(-0.9847571985433168-0.07019814419270441j),(-0.0007516581857143073-2.7679667253917067e-05j),(0.0014709591971862074-6.372495991507016e-11j),(-0.9948923394378163+0.07128975144370339j),(-0.00020604018027824134+1.1061622504163812e-05j),(0.00041163164914193723-8.660060644155187e-11j)
DS-p,1e-11,51,35.0,35.0,173.1,2.0,0.0,0.7853981633974483,(-0.0011633821610233554+3.5603558029777354e-09j),(0.0023027590858699775-6.54052378961439e-11j),(-0.9897978122051369+1.7068719075548061e-06j),(0.0020836673948496885+0.00017983271391648853j),(-0.004182960059705219-6.75643731562329e-11j),(-0.9847746829216795-0.0701591185655325j),(-0.0007507949259957652-2.7632008363544092e-05j),(0.001469307112077366-6.482729521471855e-11j),(-0.9948982292098588+0.07124884226252243j),(-0.0002058029572586835+1.1042435545916343e-05j),(0.00041115831827190884-8.647027316476765e-11j)
DS-p,1e-11,51,35.0,35.0,173.2,2.0,0.0,0.7853981633974483,(-0.0011620445614784862+3.56209198088361e-09j),(0.002300139145320018-6.549710640126114e-11j),(-0.9898095680761784+1.70401227751002e-06j),(0.002081314606657489+0.00017952591849891835j),(-0.004178218773532687-6.75686872419115e-11j),(-0.9847921372827997-0.07012013537214334j),(-0.0007499331572105479-2.758440495203096e-05j),(0.0014676577655926594-6.492016532781847e-11j),(-0.9949041087822976+0.07120797984569181j),(-0.00020556614771541706+1.102334151330893e-05j),(0.0004106857870872973-8.636614553472472e-11j)
DS-p,1e-11,51,35.0,35.0,173.3,2.0,0.0,0.7853981633974483,(-0.0011607092642565361+3.5628667693952115e-09j),(0.0022975236508538284-6.5578992392184e-11j),(-0.9898213036526853+1.7011594194093147e-06j),(0.0020789657701204695+0.0001792198170503758j),(-0.004173485492037714-6.757105065600416e-11j),(-0.9848095617177841-0.0700811945481946j),(-0.0007490728684312609-2.7536911471057865e-05j),(0.0014660111663207433-6.50030350899525e-11j),(-0.9949099782025278+0.071167164113286j),(-0.0002053297463236771+1.1004290467945491e-05j),(0.00041021406879605815-8.626627917757189e-11j)
DS-p,1e-11,51,35.0,35.0,173.4,2.0,0.0,0.7853981633974483,(-0.0011593762641770936+3.563592913178723e-09j),(0.0022949125923108268-6.566708485705668e-11j),(-0.9898330189810152+1.6983124415608845e-06j),(0.002076620876305779+0.00017891440849722418j),(-0.00416876019750298-6.756972689276081e-11j),(-0.9848269562944701-0.07004229602714482j),(-0.0007482140561872221-2.748952658566959e-05j),(0.0014643673082609405-6.509227633642242e-11j),(-0.9949158374937325+0.07112639498491082j),(-0.00020509375202223262+1.0985283637901608e-05j),(0.0004097431615431059-8.616574805019068e-11j)
DS-p,1e-11,51,35.0,35.0,173.5,2.0,0.0,0.7853981633974483,(-0.0011580455558845223+3.5642357197456768e-09j),(0.0022923059598887064-6.574684587683524e-11j),(-0.9898447141079405+1.6954719536598835e-06j),(0.0020742799166431347+0.00017860969069299145j),(-0.004164042871846303-6.756248192685465e-11j),(-0.9848443210812263-0.07000343974127358j),(-0.000747356717125218-2.7442250535899392e-05j),(0.0014627261854551626-6.517297351506741e-11j),(-0.994921686679357+0.07108567238154528j),(-0.00020485816392373096+1.0966320056539271e-05j),(0.00040927306352861806-8.60544444542586e-11j)
DS-p,1e-11,51,35.0,35.0,173.6,2.0,0.0,0.7853981633974483,(-0.001156717134102904+3.5659710011102693e-09j),(0.0022897037436695935-6.583645323931676e-11j),(-0.9898563890796966+1.6926378164169158e-06j),(0.0020719428822405395+0.0001783056630736455j),(-0.004159333497334536-6.755531652610182e-11j),(-0.9848616561456047-0.06996462562348889j),(-0.0007465008478865776-2.739508130773762e-05j),(0.0014610877918848318-6.526376884269681e-11j),(-0.9949275257823854+0.07104499622399536j),(-0.00020462298087280117+1.0947401533580991e-05j),(0.0004088037729408755-8.594861061039154e-11j)
DS-p,1e-11,51,35.0,35.0,173.7,2.0,0.0,0.7853981633974483,(-0.001155390993697547+3.5702046171711517e-09j),(0.0022871059336176634-6.597399930109499e-11j),(-0.9898680439430275+1.6898098865038427e-06j),(0.0020696097644984975+0.00017800232208489404j),(-0.004154632057354238-6.767542605276397e-11j),(-0.9848789615551401-0.06992585360716204j),(-0.0007456464450574553-2.7348022998152756e-05j),(0.0014594521216505698-6.540168090079916e-11j),(-0.9949333548258766+0.07100436643270698j),(-0.0002043882023456782+1.092852364924712e-05j),(0.0004083352879408718-8.591006805487924e-11j)
DS-p,1e-11,51,35.0,35.0,173.8,2.0,0.0,0.7853981633974483,(-0.001154067129476577+3.577914308074234e-09j),(0.002284512519803732-6.622706348513204e-11j),(-0.9898796787440882+1.686988389703544e-06j),(0.0020672805547317322+0.00017769966501637543j),(-0.0041499385349719545-6.798580099991166e-11j),(-0.9848962373771306-0.06988712362517009j),(-0.0007447935054681054-2.7301078036358068e-05j),(0.0014578191685048116-6.565424304913695e-11j),(-0.9949391738327703+0.07096378292883634j),(-0.00020415382763855003+1.0909683412744283e-05j),(0.0004078676065580253-8.597122324735384e-11j)
DS-p,1e-11,51,35.0,35.0,173.9,2.0,0.0,0.7853981633974483,(-0.0011527455361444693+3.5849084775406047e-09j),(0.0022819234925076527-6.645689864818403e-11j),(-0.9898912935283845+1.6841726628888123e-06j),(0.002064955244282173+0.00017739769123598917j),(-0.004145252910295612-6.826345152712757e-11j),(-0.9849134836793488-0.06984843561164138j),(-0.0007439420256276398-2.7254239435042262e-05j),(0.0014561889268012267-6.588376585033241e-11j),(-0.9949449828265827+0.07092324563327775j),(-0.00020391985522979356+1.0890887325516393e-05j),(0.00040740072716361105-8.60157692129048e-11j)
DS-p,1e-11,51,35.0,35.0,174.0,2.0,0.0,0.7853981633974483,(-0.0011514262085353562+3.592267032098061e-09j),(0.002279338841835326-6.664387921944145e-11j),(-0.9899028883417603+1.6813638804248338e-06j),(0.0020626338244793124+0.0001770963998170089j),(-0.004140575165839898-6.848954121855572e-11j),(-0.9849307005289022-0.06980978949891162j),(-0.0007430920022911715-2.72075059596643e-05j),(0.0014545613904060149-6.607053372584303e-11j),(-0.9949507818303466+0.07088275446849378j),(-0.00020368628435654332+1.0872136031965735e-05j),(0.00040693464756553707-8.601864036747929e-11j)
DS-p,1e-11,51,35.0,35.0,174.1,2.0,0.0,0.7853981633974483,(-0.0011501091510129312+3.5978802187817728e-09j),(0.002276758551012578-6.704953962106593e-11j),(-0.9899144633265975+1.6785614284883884e-06j),(0.002060316324431776+0.00017679579195430096j),(-0.0041359052491398846-6.868750743177616e-11j),(-0.9849478880895296-0.06977118522830762j),(-0.0007422433925275071-2.7160877023638616e-05j),(0.001452936591368503-6.647541775461196e-11j),(-0.994956570968886+0.070842309362252j),(-0.0002034530717160317+1.0853427598012241e-05j),(0.00040646940700472464-8.597608531028887e-11j)
