form,rtol,N,a,omega,phi,onsite,O-3,O-2,O-1,O,O+1,O+2,O+3,N1-3,N1-2,N1-1,N1+1,N1+2,N1+3,N2-2,N2-1,N2,N2+1,N2+2,N3-2,N3-1,N3+1,N3+2,N4-1,N4,N4+1,N5-1,N5+1,N6
SS-p,1e-11,51,15,4.1,0,0,(0.009229931571886042-2.501644063073467e-11j),(-0.023609233238295085-2.0869990801055876e-11j),(-0.060626293380947716-1.274106919560107e-11j),(0.15575201925316187-5.1858554547895546e-11j),(-0.060626293380972585-1.2741069195600911e-11j),(-0.023609233238353528-2.0869990801054545e-11j),(0.00922993157182788-2.5016440630731396e-11j),(-0.9997099297800548+1.8408462080134267e-11j),(-0.9850492637794491+3.365151689813844e-11j),(0.40242641648391914-4.6390260854241085e-11j),(0.402426416483925+5.789441490840143e-11j),(-0.985049263779469-3.1454302590039686e-11j),(-0.9997099297800165-1.890550888117143e-11j),(0.011706374925816897-8.44625714182876e-12j),(-0.08529674621922778-7.82104162465918e-11j),(-0.06062629338096049-7.870831419880197e-12j),(-0.08529674621921964+4.921806872925087e-11j),(0.011706374925777346+3.2794669931359364e-12j),(0.017627644534789075+2.230145133366834e-11j),(0.01495073620370534+3.365585666443616e-11j),(0.014950736203702679-3.144978310510863e-11j),(0.017627644534786293-2.559756716364149e-11j),(0.01170637492579884+2.639714701758e-11j),(-0.023609233238325193-7.37640142467459e-12j),(0.0002900701886250272-1.8959312704648234e-11j),(0.00029007018862791095+1.8353398900702154e-11j),(0.01495073620370534+3.365585666443616e-11j),(0.009229931571856264-6.95404813005788e-12j)
SS-p,1e-11,51,15,4.2,0,0,(0.005395011049375058-2.5028147816342313e-11j),(-0.016839749686092437-2.0720001491738134e-11j),(-0.07626305426504984-1.303696864974973e-11j),(0.1784258147175173-5.128812603465776e-11j),(-0.07626305426504558-1.3036968649749716e-11j),(-0.016839749686101278-2.0720001491738044e-11j),(0.005395011049276799-2.5028147816341845e-11j),(-0.999829905470253+1.9565932134108005e-11j),(-0.983613033511889+3.4597480609347375e-11j),(0.39215695764812425-5.4512825436708567e-11j),(0.3921569576481271+6.700620363525953e-11j),(-0.9836130335118974-3.217252840295989e-11j),(-0.9998299054702586-2.002675159413366e-11j),(0.006786748187280664-7.342426106069532e-12j),(-0.10405070109040275-7.840019825388713e-11j),(-0.07626305426504792-8.096372574989157e-12j),(-0.10405070109040541+5.0052649115780375e-11j),(0.006786748187268332+2.3000203017109786e-12j),(0.01649806924038363+1.9412158158151174e-11j),(0.01638696647170735+3.455239353245424e-11j),(0.016386966471707717-3.2217393866370744e-11j),(0.01649806924038369-2.2599525151555394e-11j),(0.006786748187274218+2.7783294410320844e-11j),(-0.01683974968609788-6.93743057692635e-12j),(0.0001700944992264967-2.0067187566362096e-11j),(0.00017009449922814513+1.952570663140441e-11j),(0.01638696647170735+3.455239353245424e-11j),(0.005395011049325789-6.375095149532389e-12j)
SS-p,1e-11,51,15,4.3,0,0,(0.0031828700271966984-2.4991570094171063e-11j),(-0.012252747740471578-2.0523188762245047e-11j),(-0.08795876388984866-1.3308835903044951e-11j),(0.19566478435465554-5.116393906689738e-11j),(-0.08795876388981624-1.3308835903045056e-11j),(-0.01225274774036654-2.052318876224609e-11j),(0.0031828700273810614-2.499157009417383e-11j),(-0.9998553548267433+2.030844075702036e-11j),(-0.9820015730451548+3.527733314361452e-11j),(0.37905300577138434-6.127182039836924e-11j),(0.3790530057713801+7.461925488847713e-11j),(-0.9820015730451457-3.2627914650916785e-11j),(-0.9998553548267859-2.0751020576250333e-11j),(0.003492341640583256-6.3941464504701546e-12j),(-0.11988929428786597-7.851524087747561e-11j),(-0.08795876388983327-8.418519504465208e-12j),(-0.11988929428787891+5.076565683592422e-11j),(0.0034923416406607735+1.4959261079243091e-12j),(0.015384153152263394+1.669087637863701e-11j),(0.017998426938904615+3.5268003948578986e-11j),(0.01799842693890754-3.263702536926375e-11j),(0.015384153152279405-1.9843582245303938e-11j),(0.003492341640619249+2.8691578453789833e-11j),(-0.01225274774041911-6.841910342678325e-12j),(0.00014464514357782963-2.0751856320571534e-11j),(0.0001446451435744673+2.0307345897406173e-11j),(0.017998426938904615+3.5268003948578986e-11j),(0.003182870027287905-6.415578742617407e-12j)
SS-p,1e-11,51,15,4.4,0,0,(0.0018732446698823957-2.4900090552117064e-11j),(-0.009154443649470646-2.0280182523249693e-11j),(-0.09618254594404793-1.3537026937621753e-11j),(0.2077841997935772-5.1533194375594434e-11j),(-0.0961825459440158-1.353702693762088e-11j),(-0.009154443649366146-2.0280182523246453e-11j),(0.001873244670087897-2.4900090552110075e-11j),(-0.9998420101281417+2.058312175399509e-11j),(-0.9803765718066942+3.5664476198595966e-11j),(0.3639322702448949-6.675251317087941e-11j),(0.3639322702449+8.088279485791435e-11j),(-0.9803765718066517-3.282313681660348e-11j),(-0.9998420101280056-2.0990339292035115e-11j),(0.0013087325406167406-5.446401622047298e-12j),(-0.1332304725401433-7.88407500101642e-11j),(-0.0961825459440322-8.701896769240705e-12j),(-0.1332304725401508+5.147196724981067e-11j),(0.0013087325406931874+7.420656650393845e-13j),(0.014351801599668115+1.4281419945429352e-11j),(0.019623428177864468+3.5726053486016656e-11j),(0.019623428177864666-3.27619337936098e-11j),(0.014351801599662484-1.7348316010053954e-11j),(0.0013087325406528968+2.9377958663534144e-11j),(-0.0091544436494179-6.839684485999871e-12j),(0.00015798984317409422-2.0808289386489393e-11j),(0.000157989843174501+2.0764093727664114e-11j),(0.019623428177864468+3.5726053486016656e-11j),(0.0018732446699855627-6.840540930575621e-12j)
SS-p,1e-11,51,15,4.5,0,0,(0.0011005839027665454-2.4885715334402018e-11j),(-0.0071073496239482115-2.0099742057659423e-11j),(-0.10138624602815839-1.3747717243848511e-11j),(0.21523875253109437-5.2266677819711306e-11j),(-0.10138624602815201-1.3747717243848553e-11j),(-0.00710734962392547-2.009974205765924e-11j),(0.0011005839028089145-2.4885715334401106e-11j),(-0.9998142828589559+2.042336667897089e-11j),(-0.9788321472468221+3.5722713026650754e-11j),(0.3474154362922534-7.099688765144408e-11j),(0.3474154362922616+8.593615760544668e-11j),(-0.9788321472468453-3.2709080943642584e-11j),(-0.9998142828589635-2.0810670650206202e-11j),(-8.94684480420392e-05-5.011467142947525e-12j),(-0.14443486039139555-7.865562113956195e-11j),(-0.1013862460281547-8.90326767429133e-12j),(-0.1444348603914026+5.144890963849586e-11j),(-8.946844802770255e-05+3.3534261247285426e-13j),(0.013428650453340713+1.1894322820564867e-11j),(0.021167852738082873+3.559422676114668e-11j),(0.021167852738081243-3.283780663338128e-11j),(0.013428650453345984-1.4663015700572264e-11j),(-8.946844803581387e-05+2.9810105407634064e-11j),(-0.00710734962393611-6.7328372780402444e-12j),(0.00018571711299283792-2.1129241041445888e-11j),(0.00018571711299421203+2.010603776337943e-11j),(0.021167852738082873+3.559422676114668e-11j),(0.0011005839027882307-7.209190049744124e-12j)
SS-p,1e-11,51,15,4.6,0,0,(0.0006568573517765869-2.477494769997625e-11j),(-0.005810947559409465-1.9852198536108392e-11j),(-0.10399934464598985-1.3916935069700843e-11j),(0.21854672601119723-5.3399127013663387e-11j),(-0.10399934464597897-1.3916935069701311e-11j),(-0.005810947559496028-1.98521985361106e-11j),(0.0006568573514678407-2.4774947699981035e-11j),(-0.9997834266854569+2.0058085131152038e-11j),(-0.9774205774605275+3.562354954944226e-11j),(0.32996278987677136-7.442096488591574e-11j),(0.32996278987677596+9.017816617152798e-11j),(-0.9774205774605682-3.243467708291287e-11j),(-0.9997834266855666-2.0414597837388617e-11j),(-0.0009265754500056984-4.439744060976752e-12j),(-0.15381664879251353-7.929094741568461e-11j),(-0.1039993446459856-8.995637980090537e-12j),(-0.15381664879252435+5.2124413771913294e-11j),(-0.0009265754501030474-1.2648983499264911e-13j),(0.012620179796765548+9.040122054252579e-12j),(0.022579422524802203+3.556294989639141e-11j),(0.022579422524802478-3.2495324239608626e-11j),(0.01262017979676212-1.1484950086601086e-11j),(-0.0009265754500561914+3.0640272365701395e-11j),(-0.005810947559454832-6.089782429960722e-12j),(0.00021657328726130205-2.059419965404033e-11j),(0.00021657328726204538+1.9879093152139443e-11j),(0.022579422524802203+3.556294989639141e-11j),(0.0006568573516190978-6.0833767665441495e-12j)
SS-p,1e-11,51,15,4.7,0,0,(0.0004167261986769833-2.4721208016274917e-11j),(-0.005050972074057139-1.9643778313706205e-11j),(-0.10441840447961473-1.4115183758738353e-11j),(0.21823887994879437-5.506461559950577e-11j),(-0.1044184044795432-1.4115183758738241e-11j),(-0.0050509720738347325-1.9643778313706276e-11j),(0.0004167261990919155-2.4721208016274438e-11j),(-0.9997545029802679+1.9458588786891294e-11j),(-0.9761675642549464+3.541238259260079e-11j),(0.31190917368009247-7.724168434705407e-11j),(0.3119091736801007+9.401578916219551e-11j),(-0.9761675642549467-3.1990876728756045e-11j),(-0.999754502980308-1.978846632199999e-11j),(-0.0013628678980523083-4.6960050262838795e-12j),(-0.16164663386846292-7.90475597805798e-11j),(-0.10441840447957886-9.145325628674374e-12j),(-0.16164663386848896+5.184470158483293e-11j),(-0.0013628678978976209+2.3333375934608344e-13j),(0.01192000260841254+8.34584871135248e-12j),(0.02383243573076686+3.560370044544329e-11j),(0.023832435730771984-3.1800376423219903e-11j),(0.01192000260844683-1.0814595258474243e-11j),(-0.0013628678979774485+3.051390705421929e-11j),(-0.005050972073946197-5.749368332543311e-12j),(0.00024549699317107706-1.9253311693196466e-11j),(0.000245496993169539+1.9992806208928195e-11j),(0.02383243573076686+3.560370044544329e-11j),(0.0004167261988838238-5.865170354102042e-12j)
SS-p,1e-11,51,15,4.8,0,0,(0.0003022494222722741-2.4680152067130207e-11j),(-0.004671893732484103-1.94500397272398e-11j),(-0.10300078493501624-1.4265852112755144e-11j),(0.21482730145394474-5.712295270496276e-11j),(-0.10300078493510303-1.4265852112754512e-11j),(-0.0046718937327687084-1.945003972723418e-11j),(0.0003022494216662271-2.46801520671177e-11j),(-0.9997295511455615+1.8600350754306825e-11j),(-0.9750821278201817+3.4944815681245724e-11j),(0.29349419308321906-7.919016216404363e-11j),(0.29349419308321245+9.70780352169007e-11j),(-0.975082127820138-3.134529638481793e-11j),(-0.9997295511453063-1.8900235277148984e-11j),(-0.0015147714798362715-4.851515635966931e-12j),(-0.1681555581806368-7.934683791747011e-11j),(-0.10300078493506-9.283379102712475e-12j),(-0.1681555581805967+5.1827839378599814e-11j),(-0.001514771480034349+3.0505172048080927e-13j),(0.011316146761842475+6.544278184625767e-12j),(0.02491787216588622+3.471499314323817e-11j),(0.024917872165877937-3.1575497061060095e-11j),(0.011316146761777043-8.556372919763045e-12j),(-0.0015147714799347391+3.0467829279652026e-11j),(-0.0046718937326247125-5.499863460101319e-12j),(0.00027044882864046805-1.949955008674148e-11j),(0.0002704488286449339+1.7999911684477103e-11j),(0.02491787216588622+3.471499314323817e-11j),(0.0003022494219738916-5.771905701635581e-12j)
SS-p,1e-11,51,15,4.9,0,0,(0.0002640967485458861-2.45718146955285e-11j),(-0.004559817252164312-1.9226149353990894e-11j),(-0.10006275863307401-1.4358765432013091e-11j),(0.20878828544634492-5.984154839762224e-11j),(-0.1000627586331529-1.4358765432016301e-11j),(-0.004559817252315013-1.9226149354002917e-11j),(0.00026409674835207867-2.45718146955537e-11j),(-0.9997091423195418+1.741872389184281e-11j),(-0.9741631156916292+3.4478012522948226e-11j),(0.27488676026681774-7.993180849385877e-11j),(0.27488676026682785+9.870807717448298e-11j),(-0.9741631156918625-3.0686528679576545e-11j),(-0.999709142320138-1.7677542927513505e-11j),(-0.0014675213372907167-4.107647931474809e-12j),(-0.17353838334837526-8.071431417876325e-11j),(-0.10006275863311244-9.530166191495694e-12j),(-0.1735383833483972+5.321855490028487e-11j),(-0.0014675213373802796-4.787106498759887e-13j),(0.010794732017476584+3.2418741233899916e-12j),(0.025836884294667163+3.4846901394823383e-11j),(0.025836884294662295-3.031738689751038e-11j),(0.01079473201751597-5.369144426547848e-12j),(-0.00146752133732889+3.0704948909118644e-11j),(-0.004559817252237404-5.92959202004534e-12j),(0.00029085765493178594-1.674634201620345e-11j),(0.0002908576549341892+1.8351101199419092e-11j),(0.025836884294667163+3.4846901394823383e-11j),(0.0002640967484517008-6.969295030503674e-12j)
SS-p,1e-11,51,15,5.0,0,0,(0.00027077822809784194-2.445903872300078e-11j),(-0.004631009915076305-1.8942249754878853e-11j),(-0.0958806412380432-1.4533517566488925e-11j),(0.20055439012265458-6.307467340974656e-11j),(-0.09588064123817475-1.4533517566492692e-11j),(-0.0046310099155970445-1.8942249754893484e-11j),(0.00027077822728144627-2.4459038723026585e-11j),(-0.9996931630690193+1.6504086034985395e-11j),(-0.9734034518171915+3.344382287748164e-11j),(0.2562042488829349-8.124117857016345e-11j),(0.25620424888294463+1.0187336230042766e-10j),(-0.9734034518175882-2.940363363774611e-11j),(-0.9996931630699685-1.6741429581180597e-11j),(-0.0012837337639129008-5.662006415337817e-12j),(-0.17795898097784027-7.911972657643945e-11j),(-0.09588064123810805-9.652781643382854e-12j),(-0.1779589809778776+5.083921426843681e-11j),(-0.0012837337643233958+1.107789187557567e-12j),(0.010342004626586947+4.07767874140322e-12j),(0.02659654816937084+3.3021016254106244e-11j),(0.02659654816936664-2.982680144323356e-11j),(0.010342004626599309-5.693153600954004e-12j),(-0.0012837337641096668+2.950645428245064e-11j),(-0.0046310099153331445-5.194366737267767e-12j),(0.0003068369059308167-1.802167583834278e-11j),(0.00030683690593354+1.522183424344549e-11j),(0.02659654816937084+3.3021016254106244e-11j),(0.0002707782276943172-5.506738243345262e-12j)
SS-p,1e-11,51,15,5.1,0,0,(0.0003021657396595415-2.4406232947858095e-11j),(-0.004823869263590292-1.8709761560886643e-11j),(-0.09069363674147962-1.46670131762879e-11j),(0.19051216430453213-6.70284996185519e-11j),(-0.09069363674236973-1.4667013176304343e-11j),(-0.004823869267127608-1.870976156094768e-11j),(0.00030216573187204416-2.44062329479907e-11j),(-0.9996812115523201+1.525851925063677e-11j),(-0.9727928671966175+3.263540648761302e-11j),(0.23752703483419058-8.174263604765167e-11j),(0.2375270348340844+1.0388592929712286e-10j),(-0.972792867197596-2.837786257062748e-11j),(-0.9996812115551001-1.546503235734034e-11j),(-0.001009444981371887-5.894934318817187e-12j),(-0.18155474732197827-7.97704197367151e-11j),(-0.09069363674192699-9.811601468967447e-12j),(-0.1815547473219036+5.135617421973533e-11j),(-0.0010094449840286257+1.3171439922082588e-12j),(0.009945367590442584+1.8654539780688984e-12j),(0.027207132789972586+3.2870518987567444e-11j),(0.02720713278994119-2.8141974698805433e-11j),(0.009945367590115866-3.905055485056539e-12j),(-0.0010094449826977998+2.8533958012398214e-11j),(-0.004823869265361595-5.796626655626184e-12j),(0.0003187884222826667-1.4819608454998722e-11j),(0.0003187884222898311+1.5903259659075487e-11j),(0.027207132789972586+3.2870518987567444e-11j),(0.00030216573576357134-8.50361319079896e-12j)
SS-p,1e-11,51,15,5.2,0,0,(0.0003454674082467628-2.4366573654396442e-11j),(-0.005093157878589132-1.8443607596847102e-11j),(-0.08470747602148235-1.487150069627372e-11j),(0.17900317958038406-7.181284902133368e-11j),(-0.08470747602312963-1.4871500696291516e-11j),(-0.005093157883885589-1.844360759690656e-11j),(0.000345467400452669-2.436657365449945e-11j),(-0.9996727938665666+1.4099504538712715e-11j),(-0.9723196190692767+3.141105211725472e-11j),(0.21890931790551255-8.24356506437553e-11j),(0.21890931790530402+1.0571744761247516e-10j),(-0.9723196190708909-2.711906705636855e-11j),(-0.9996727938703683-1.4304623504360137e-11j),(-0.0006784577720769613-7.375399265097956e-12j),(-0.1844408423511868-7.823979311673091e-11j),(-0.08470747602230373-1.2586960300408545e-11j),(-0.18444084235105573+5.0751978554461236e-11j),(-0.0006784577757445909+2.8890059798581526e-12j),(0.009593817529146204+1.0282748274448183e-12j),(0.027680380917288045+3.165971471684285e-11j),(0.02768038091723735-2.6869593248441077e-11j),(0.009593817528719649-5.437390465754479e-12j),(-0.0006784577739002211+2.1304641755646622e-11j),(-0.005093157881234541-1.3961561567735209e-11j),(0.0003272061080517067-1.332015232027586e-11j),(0.0003272061080589919+1.5083102898964527e-11j),(0.027680380917288045+3.165971471684285e-11j),(0.00034546740435280896-2.1924147504860022e-11j)
SS-p,1e-11,51,15,5.3,0,0,(0.00039266860948282065-2.43251665606873e-11j),(-0.005405802442593618-1.8131501890819353e-11j),(-0.07809826815279605-1.509071005606524e-11j),(0.16632683857581934-7.718021962068721e-11j),(-0.07809826815265707-1.509071005606914e-11j),(-0.005405802441962261-1.8131501890833208e-11j),(0.00039266861079053294-2.4325166560704966e-11j),(-0.9996674168481885+1.3005874379835284e-11j),(-0.9719715450757146+3.046302475040823e-11j),(0.20038705552330532-8.169281898863064e-11j),(0.20038705552337552+1.0917352347214069e-10j),(-0.9719715450762348-2.5632163110536146e-11j),(-0.9996674168493401-1.3115878505399235e-11j),(-0.00031550862378808986-9.126419382310912e-12j),(-0.18671391813473842-7.94214335375374e-11j),(-0.07809826815272654-9.974537595413346e-12j),(-0.1867139181348865+4.846111962361895e-11j),(-0.0003155086233323107+4.19468920558864e-12j),(0.009278045703081845+3.6110827365812677e-12j),(0.028028454911642808+2.7024201506226892e-11j),(0.028028454911654885-2.9071394786554173e-11j),(0.009278045703273403-3.2609570069501106e-12j),(-0.00031550862354851137+2.8189343195827346e-11j),(-0.0054058024422780245-2.111317101851068e-12j),(0.0003325831282723153-2.092415674073042e-11j),(0.0003325831282689465+5.19772544833386e-12j),(0.028028454911642808+2.7024201506226892e-11j),(0.00039266861013814106+8.579435778664163e-13j)
SS-p,1e-11,51,15,5.4,0,0,(0.00043887836437382774-2.4299218653865298e-11j),(-0.005737802132202067-1.7780004023516e-11j),(-0.07101623144401678-1.532841976656182e-11j),(0.1527440091431787-8.350229311398807e-11j),(-0.07101623144407666-1.5328419766568855e-11j),(-0.005737802132436415-1.778000402354042e-11j),(0.0004388783639332944-2.4299218653911025e-11j),(-0.9996646277503652+1.170400704599423e-11j),(-0.9717366864032436+2.9229644339150656e-11j),(0.1819837084051535-8.155711497190532e-11j),(0.18198370840519204+1.1156042705350403e-10j),(-0.9717366864038672-2.426701529825687e-11j),(-0.9996646277518142-1.1812788522973689e-11j),(6.14066894824911e-05-1.0305061837100594e-11j),(-0.18845530687085246-7.864408842721512e-11j),(-0.07101623144404433-9.225595106375663e-12j),(-0.18845530687096979+4.868101246515766e-11j),(6.140668928803213e-05+5.6419024884377605e-12j),(0.008990360654730495+2.6954826519735617e-12j),(0.028263313584341847+2.969208833296571e-11j),(0.028263313584349265-2.3804384176348708e-11j),(0.008990360654789566-3.787862905836213e-12j),(6.140668939463363e-05+2.682059582482311e-11j),(-0.005737802132314464-1.0480359980824372e-12j),(0.0003353722264715455-1.0237709195457555e-11j),(0.0003353722264693573+1.3279830120451949e-11j),(0.028263313584341847+2.969208833296571e-11j),(0.00043887836415847125-2.2386180002621973e-12j)
SS-p,1e-11,51,15,5.5,0,0,(0.000481247971372143-2.4296432192128053e-11j),(-0.006071937270588993-1.7377071784704805e-11j),(-0.06358913350044247-1.5620268557062195e-11j),(0.13848091650669128-9.04913378937084e-11j),(-0.06358913350059853-1.5620268557062147e-11j),(-0.006071937270983851-1.737707178470769e-11j),(0.0004812479713575647-2.4296432192144028e-11j),(-0.9996640274110964+1.0559826621975346e-11j),(-0.9716036360030392+2.7975994692988928e-11j),(0.16371435572839227-8.1482700626865e-11j),(0.16371435572833376+1.145209507784593e-10j),(-0.9716036360027626-2.2908593218399347e-11j),(-0.9996640274108264-1.0642124905840254e-11j),(0.00043931599810274647-1.1907999743639233e-11j),(-0.1897336966036388-7.853799177440537e-11j),(-0.06358913350051866-1.0493677048611783e-11j),(-0.18973369660354955+4.828385048472438e-11j),(0.00043931599788018855+7.261705482016298e-12j),(0.008724525986759026+2.7816156204692066e-12j),(0.02839636398527402+2.6411784687113122e-11j),(0.028396363985264957-2.4473639520744176e-11j),(0.0087245259866853-4.012394355348096e-12j),(0.000439315997989664+2.378240285595822e-11j),(-0.006071937270782235-3.069547787719925e-12j),(0.000335972567101213-1.3330638373738569e-11j),(0.00033597256710226936+7.871052248159623e-12j),(0.02839636398527402+2.6411784687113122e-11j),(0.00048124797136900533-4.705253345324547e-12j)
SS-p,1e-11,51,15,5.6,0,0,(0.0005182578807984359-2.4319269938998097e-11j),(-0.006396061736337171-1.6929874208851157e-11j),(-0.05592536923460855-1.5932760846915356e-11j),(0.12373297022469709-9.801825122494023e-11j),(-0.055925369234864755-1.5932760846917524e-11j),(-0.006396061736617764-1.6929874208858583e-11j),(0.0005182578809223931-2.4319269939013394e-11j),(-0.999665270832974+9.269265819952081e-12j),(-0.9715617146145443+2.6491945709465042e-11j),(0.1455886096533142-8.129206314159799e-11j),(0.1455886096533057+1.1651727288724396e-10j),(-0.9715617146149029-2.1571050320515464e-11j),(-0.9996652708333821-9.374038722608317e-12j),(0.000808997263034674-1.3231045593902989e-11j),(-0.19060734959346787-7.706045279288132e-11j),(-0.05592536923473757-1.174809234495695e-11j),(-0.19060734959349737+4.916711442391521e-11j),(0.0008089972629980992+8.796291518489478e-12j),(0.008475567078180457+2.2603330781945235e-12j),(0.028438285373710428+2.8438307498109527e-11j),(0.02843828537370768-1.9624816771207573e-11j),(0.008475567078196793-4.4908841222043665e-12j),(0.0008089972630189407+2.1828751100731964e-11j),(-0.0063960617364781985-4.325553809641947e-12j),(0.0003347291453748842-6.823220118292399e-12j),(0.00033472914537491705+1.1822407970430091e-11j),(0.028438285373710428+2.8438307498109527e-11j),(0.0005182578808600292-6.073236608221303e-12j)
SS-p,1e-11,51,15,5.7,0,0,(0.0005492447093252204-2.4376455840211327e-11j),(-0.00670182476184978-1.644936285424458e-11j),(-0.04811666345265273-1.6273759822079578e-11j),(0.10866835536229588-1.0591738913461891e-10j),(-0.048116663452808-1.6273759822077507e-11j),(-0.006701824762007097-1.64493628542409e-11j),(0.000549244709290722-2.4376455840206587e-11j),(-0.9996680624246973+8.062700438377633e-12j),(-0.9716010414596368+2.5131847149796097e-11j),(0.12761265353814535-8.023128437253769e-11j),(0.12761265353811949+1.1989908685115665e-10j),(-0.9716010414596191-2.0172762022348024e-11j),(-0.9996680624246482-8.138235853978718e-12j),(0.0011640303798998363-1.4677999412884828e-11j),(-0.19112592691326255-7.719183654587251e-11j),(-0.04811666345272756-1.0691287218136772e-11j),(-0.19112592691323468+4.878687272954438e-11j),(0.0011640303798988337+1.0286458317880323e-11j),(0.008239576251662023+2.1105157418961896e-12j),(0.028398958529051818+2.4113399395488013e-11j),(0.02839895852904686-2.1191198878444485e-11j),(0.008239576251652357-3.5747319304663366e-12j),(0.0011640303798995122+2.1222817077276773e-11j),(-0.006701824761925316-1.5510392865006287e-12j),(0.00033193755434347176-9.221795929586862e-12j),(0.0003319375543448489+6.978460673799632e-12j),(0.028398958529051818+2.4113399395488013e-11j),(0.0005492447093080355-5.185500741658673e-12j)
